experiment_id,label,left_arm,right_arm,multiplicity_family,scope,endpoint,estimand,provenance,n,left_rate,right_rate,delta_right_minus_left,both,left_only,right_only,neither,gain_case_keys,loss_case_keys,exact_mcnemar_p,paired_case_bootstrap_delta_ci95,bootstrap_unit,source_multiplicity_family,holm_adjusted_p,holm_family_size
E5,add_parent5_vs_base4,base4,add_parent5,typed_addition_5,DA,task,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.63,0.5,-0.13,45,18,5,32,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout100/367"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/645""]","[""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/373"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/628"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/636"", ""DA_d2_heldout200b/736"", ""DA_d2_heldout200b/741"", ""DA_d2_seq100/103"", ""DA_d2_seq100/15"", ""DA_d2_seq100/177"", ""DA_d2_seq100/242"", ""DA_d2_seq100/87"", ""DA_d2_seq100/90"", ""DA_d2_seq100/99""]",0.010622024536132812,"[-0.22, -0.04]",case,primary,0.05311012268066406,5
E5,add_sibling5_vs_base4,base4,add_sibling5,typed_addition_5,DA,task,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.63,0.53,-0.1,48,15,5,32,"[""DA_d2_heldout100/359"", ""DA_d2_heldout100/431"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/530"", ""DA_d2_heldout200b/589""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/103"", ""DA_d2_seq100/177"", ""DA_d2_seq100/29"", ""DA_d2_seq100/90""]",0.04138946533203125,"[-0.19, -0.02]",case,primary,0.165557861328125,5
E5,add_synonym5_vs_base4,base4,add_synonym5,typed_addition_5,DA,task,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.63,0.57,-0.06,48,15,9,28,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/317"", ""DA_d2_heldout100/374"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/602"", ""DA_d2_heldout200b/645"", ""DA_d2_heldout200b/653"", ""DA_d2_heldout200b/747"", ""DA_d2_seq100/188""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/628"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/741"", ""DA_d2_seq100/103"", ""DA_d2_seq100/140"", ""DA_d2_seq100/177"", ""DA_d2_seq100/29"", ""DA_d2_seq100/90"", ""DA_d2_seq100/99""]",0.30745625495910645,"[-0.16, 0.03]",case,primary,0.6149125099182129,5
E5,add_unrelated5_vs_base4,base4,add_unrelated5,typed_addition_5,DA,task,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.63,0.55,-0.08,49,14,6,31,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout100/367"", ""DA_d2_heldout100/374"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/589""]","[""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/373"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/103"", ""DA_d2_seq100/15"", ""DA_d2_seq100/177"", ""DA_d2_seq100/242"", ""DA_d2_seq100/90""]",0.11531829833984375,"[-0.17, 0.0]",case,primary,0.34595489501953125,5
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,DA,task,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.63,0.52,-0.11,47,16,5,32,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/653""]","[""DA_d2_heldout100/257"", ""DA_d2_heldout100/259"", ""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/103"", ""DA_d2_seq100/15"", ""DA_d2_seq100/164"", ""DA_d2_seq100/177"", ""DA_d2_seq100/29"", ""DA_d2_seq100/90""]",0.02660369873046875,"[-0.2, -0.03]",case,primary,0.0532073974609375,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,DA,task,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.63,0.49,-0.14,44,19,5,32,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/653""]","[""DA_d2_heldout100/257"", ""DA_d2_heldout100/259"", ""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/103"", ""DA_d2_seq100/15"", ""DA_d2_seq100/164"", ""DA_d2_seq100/177"", ""DA_d2_seq100/29"", ""DA_d2_seq100/87"", ""DA_d2_seq100/90""]",0.006610751152038574,"[-0.23025, -0.05]",case,primary,0.019832253456115723,3
E5,remove_non_gold3_vs_base4,base4,remove_non_gold3,pruning_secondary_1,DA,task,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.63,0.69,0.06,55,8,14,23,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/317"", ""DA_d2_heldout100/328"", ""DA_d2_heldout100/359"", ""DA_d2_heldout100/367"", ""DA_d2_heldout100/452"", ""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/498"", ""DA_d2_heldout200b/530"", ""DA_d2_heldout200b/569"", ""DA_d2_heldout200b/586"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/602"", ""DA_d2_heldout200b/645""]","[""DA_d2_heldout200b/490"", ""DA_d2_heldout200b/583"", ""DA_d2_heldout200b/628"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/769"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/242""]",0.28627872467041016,"[-0.03, 0.15]",case,primary,0.28627872467041016,1
E5,add_component5_vs_base4,base4,add_component5,typed_addition_5,MCR,clinical_complete,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.81,0.6,-0.21,54,27,6,13,"[""MCR_seq200b/341"", ""MCR_seq200b/405"", ""MCR_seq200b/408"", ""MCR_seq200b/413"", ""MCR_seq200b/468"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/327"", ""MCR_seq200b/330"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/403"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/199"", ""MCR_v2_seq100/234"", ""MCR_v2_seq100/245""]",0.0003240634687244892,"[-0.32, -0.11]",case,primary,0.0006481269374489784,5
E5,add_parent5_vs_base4,base4,add_parent5,typed_addition_5,MCR,clinical_complete,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.81,0.51,-0.3,47,34,4,15,"[""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_seq200b/408"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/251"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/302"", ""MCR_seq200b/327"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/394"", ""MCR_seq200b/403"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/40"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/72"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/199"", ""MCR_v2_seq100/234"", ""MCR_v2_seq100/237"", ""MCR_v2_seq100/245""]",6.038535502739251e-07,"[-0.4, -0.19]",case,primary,2.4154142010957003e-06,5
E5,add_sibling5_vs_base4,base4,add_sibling5,typed_addition_5,MCR,clinical_complete,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.81,0.47,-0.34,44,37,3,16,"[""MCR_seq200b/341"", ""MCR_seq200b/408"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/265"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/283"", ""MCR_seq200b/302"", ""MCR_seq200b/314"", ""MCR_seq200b/327"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/355"", ""MCR_seq200b/371"", ""MCR_seq200b/372"", ""MCR_seq200b/381"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/72"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/199"", ""MCR_v2_seq100/234"", ""MCR_v2_seq100/237"", ""MCR_v2_seq100/245""]",1.946500560734421e-08,"[-0.44, -0.24]",case,primary,9.732502803672105e-08,5
E5,add_synonym5_vs_base4,base4,add_synonym5,typed_addition_5,MCR,clinical_complete,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.81,0.66,-0.15,56,25,10,9,"[""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_seq200b/354"", ""MCR_seq200b/405"", ""MCR_seq200b/408"", ""MCR_seq200b/461"", ""MCR_seq200b/468"", ""MCR_v1_seq100/94"", ""MCR_v2_seq100/165"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/251"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/327"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/72"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/199"", ""MCR_v2_seq100/245""]",0.01667384780012071,"[-0.26, -0.04]",case,primary,0.01667384780012071,5
E5,add_unrelated5_vs_base4,base4,add_unrelated5,typed_addition_5,MCR,clinical_complete,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.81,0.54,-0.27,50,31,4,15,"[""MCR_seq200b/341"", ""MCR_seq200b/384"", ""MCR_seq200b/468"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/327"", ""MCR_seq200b/355"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/403"", ""MCR_seq200b/419"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/111"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/199"", ""MCR_v2_seq100/234"", ""MCR_v2_seq100/245""]",3.4654513001441956e-06,"[-0.37, -0.17]",case,primary,1.0396353900432587e-05,5
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,MCR,clinical_complete,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.81,0.47,-0.34,44,37,3,16,"[""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/251"", ""MCR_seq200b/265"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/314"", ""MCR_seq200b/327"", ""MCR_seq200b/355"", ""MCR_seq200b/371"", ""MCR_seq200b/372"", ""MCR_seq200b/375"", ""MCR_seq200b/381"", ""MCR_seq200b/403"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/23"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/40"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/199"", ""MCR_v2_seq100/245""]",1.946500560734421e-08,"[-0.44025, -0.24]",case,primary,3.893001121468842e-08,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,MCR,clinical_complete,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.81,0.4,-0.41,38,43,2,17,"[""MCR_seq200b/384"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/257"", ""MCR_seq200b/265"", ""MCR_seq200b/271"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/327"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/358"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/403"", ""MCR_seq200b/419"", ""MCR_seq200b/424"", ""MCR_seq200b/436"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/23"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/40"", ""MCR_v1_seq100/42"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/72"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/199"", ""MCR_v2_seq100/237"", ""MCR_v2_seq100/245""]",5.88897819397971e-11,"[-0.51, -0.3]",case,primary,1.766693458193913e-10,3
E5,remove_non_gold3_vs_base4,base4,remove_non_gold3,pruning_secondary_1,MCR,clinical_complete,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.81,0.85,0.04,75,6,10,9,"[""MCR_seq200b/319"", ""MCR_seq200b/338"", ""MCR_seq200b/341"", ""MCR_seq200b/408"", ""MCR_seq200b/413"", ""MCR_seq200b/461"", ""MCR_seq200b/468"", ""MCR_v1_seq100/5"", ""MCR_v2_seq100/210"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/403"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/40"", ""MCR_v1_seq100/65"", ""MCR_v2_seq100/234""]",0.454498291015625,"[-0.04, 0.12]",case,primary,0.454498291015625,1
E5,add_component5_vs_base4,base4,add_component5,typed_addition_5,MCR,compatible_partial,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.01,0.05,0.04,1,0,4,95,"[""MCR_seq200b/330"", ""MCR_seq200b/354"", ""MCR_v1_seq100/75"", ""MCR_v2_seq100/234""]",[],0.125,"[0.01, 0.08]",case,primary,0.5,5
E5,add_parent5_vs_base4,base4,add_parent5,typed_addition_5,MCR,compatible_partial,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.01,0.13,0.12,1,0,12,87,"[""MCR_seq200b/302"", ""MCR_seq200b/330"", ""MCR_seq200b/394"", ""MCR_seq200b/468"", ""MCR_v1_seq100/128"", ""MCR_v1_seq100/72"", ""MCR_v1_seq100/75"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/165"", ""MCR_v2_seq100/210"", ""MCR_v2_seq100/234"", ""MCR_v2_seq100/237""]",[],0.00048828125,"[0.06, 0.19]",case,primary,0.00244140625,5
E5,add_sibling5_vs_base4,base4,add_sibling5,typed_addition_5,MCR,compatible_partial,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.01,0.05,0.04,1,0,4,95,"[""MCR_seq200b/314"", ""MCR_seq200b/342"", ""MCR_v1_seq100/75"", ""MCR_v2_seq100/237""]",[],0.125,"[0.01, 0.08]",case,primary,0.5,5
E5,add_synonym5_vs_base4,base4,add_synonym5,typed_addition_5,MCR,compatible_partial,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.01,0.03,0.02,1,0,2,97,"[""MCR_v1_seq100/72"", ""MCR_v1_seq100/75""]",[],0.5,"[0.0, 0.05]",case,primary,1.0,5
E5,add_unrelated5_vs_base4,base4,add_unrelated5,typed_addition_5,MCR,compatible_partial,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.01,0.01,0.0,0,1,1,98,"[""MCR_v1_seq100/75""]","[""MCR_seq200b/384""]",1.0,"[-0.03, 0.03]",case,primary,1.0,5
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,MCR,compatible_partial,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.01,0.04,0.03,1,0,3,96,"[""MCR_seq200b/314"", ""MCR_seq200b/319"", ""MCR_v1_seq100/40""]",[],0.25,"[0.0, 0.07]",case,primary,0.75,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,MCR,compatible_partial,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.01,0.03,0.02,0,1,3,96,"[""MCR_seq200b/271"", ""MCR_seq200b/302"", ""MCR_v1_seq100/40""]","[""MCR_seq200b/384""]",0.625,"[-0.02, 0.06]",case,primary,1.0,3
E5,remove_non_gold3_vs_base4,base4,remove_non_gold3,pruning_secondary_1,MCR,compatible_partial,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.01,0.02,0.01,1,0,1,98,"[""MCR_seq200b/466""]",[],1.0,"[0.0, 0.03]",case,primary,1.0,1
E5,add_component5_vs_base4,base4,add_component5,typed_addition_5,MCR,complete_or_compatible_partial,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.82,0.65,-0.17,58,24,7,11,"[""MCR_seq200b/341"", ""MCR_seq200b/354"", ""MCR_seq200b/405"", ""MCR_seq200b/408"", ""MCR_seq200b/413"", ""MCR_seq200b/468"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/327"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/403"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/199"", ""MCR_v2_seq100/245""]",0.003326892852783203,"[-0.27, -0.07]",case,primary,0.00880516692996025,5
E5,add_parent5_vs_base4,base4,add_parent5,typed_addition_5,MCR,complete_or_compatible_partial,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.82,0.64,-0.18,56,26,8,10,"[""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_seq200b/408"", ""MCR_seq200b/468"", ""MCR_v1_seq100/128"", ""MCR_v2_seq100/165"", ""MCR_v2_seq100/210"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/251"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/327"", ""MCR_seq200b/342"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/403"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/40"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/199"", ""MCR_v2_seq100/245""]",0.0029350556433200836,"[-0.29, -0.07]",case,primary,0.00880516692996025,5
E5,add_sibling5_vs_base4,base4,add_sibling5,typed_addition_5,MCR,complete_or_compatible_partial,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.82,0.52,-0.3,49,33,3,15,"[""MCR_seq200b/341"", ""MCR_seq200b/408"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/265"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/283"", ""MCR_seq200b/302"", ""MCR_seq200b/327"", ""MCR_seq200b/330"", ""MCR_seq200b/355"", ""MCR_seq200b/371"", ""MCR_seq200b/372"", ""MCR_seq200b/381"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/72"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/199"", ""MCR_v2_seq100/234"", ""MCR_v2_seq100/245""]",2.2721360437572002e-07,"[-0.4, -0.2]",case,primary,1.1360680218786001e-06,5
E5,add_synonym5_vs_base4,base4,add_synonym5,typed_addition_5,MCR,complete_or_compatible_partial,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.82,0.69,-0.13,59,23,10,8,"[""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_seq200b/354"", ""MCR_seq200b/405"", ""MCR_seq200b/408"", ""MCR_seq200b/461"", ""MCR_seq200b/468"", ""MCR_v1_seq100/94"", ""MCR_v2_seq100/165"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/251"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/327"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/199"", ""MCR_v2_seq100/245""]",0.03508203336969018,"[-0.24, -0.02]",case,primary,0.03508203336969018,5
E5,add_unrelated5_vs_base4,base4,add_unrelated5,typed_addition_5,MCR,complete_or_compatible_partial,ita_case_paired,blinded_model_panel_sensitivity_not_root,100,0.82,0.55,-0.27,52,30,3,15,"[""MCR_seq200b/341"", ""MCR_seq200b/468"", ""MCR_v2_seq100/232""]","[""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/327"", ""MCR_seq200b/355"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/403"", ""MCR_seq200b/419"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/111"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/199"", ""MCR_v2_seq100/234"", ""MCR_v2_seq100/245""]",1.4011748135089874e-06,"[-0.37, -0.17]",case,primary,5.60469925403595e-06,5
