symptom_uuid,condition_snomed_id,likelihood_symptom_given_condition,likelihood_condition_given_symptom,strong_predictor
476c9a26-a65c-11eb-8d02-1e003a340630,91514001,high,high,
34ad6522-24ac-4779-a82f-a0d81e84ffd1,91514001,low,low,
43402555-90bf-4e3f-8ce9-a8b8fba05061,91514001,low,low,
efb4d54f-7e98-4041-b84c-5186d226a154,91514001,medium,medium,
b113dad0-c087-11eb-9e58-1e003a340631,91514001,medium,medium,
4772af74-a65c-11eb-8d02-1e003a340630,91514001,medium,medium,
476d5efc-a65c-11eb-8d02-1e003a340630,91514001,medium,medium,
476d731a-a65c-11eb-8d02-1e003a340630,91514001,medium,medium,
476d86de-a65c-11eb-8d02-1e003a340630,91514001,medium,medium,
476d4b42-a65c-11eb-8d02-1e003a340630,91514001,medium,medium,
476c8676-a65c-11eb-8d02-1e003a340630,91514001,high,high,
cc3ac6ad-8181-4c1c-87b8-b7ac134894e3,91514001,low,low,
aaaad7e6-bb39-11eb-9560-1e003a340631,91514001,medium,high,
476d23c4-a65c-11eb-8d02-1e003a340630,91514001,high,high,
476d376a-a65c-11eb-8d02-1e003a340630,91514001,high,high,
476c72c6-a65c-11eb-8d02-1e003a340630,91514001,high,high,
7b8abebf-8a32-4615-b865-f7c2e23b8e51,111522004,medium,medium,
1fd6d8e0-af36-11eb-8fc3-1e003a340631,111522004,high,high,
7f089ed0-1809-4619-978c-4841b4559a76,111522004,high,very_high,1
47733b7e-a65c-11eb-8d02-1e003a340630,65636009,high,low,
34410a3c-b416-11eb-8c69-1e003a340631,65636009,medium,medium,
e2f1d9a2-d456-11eb-a77f-1e003a340630,65636009,medium,low,
34413a98-b416-11eb-8c69-1e003a340631,65636009,high,high,
3441082a-b416-11eb-8c69-1e003a340631,65636009,medium,low,
01ec010a-29fa-4f82-8017-4d0150a9ebca,65636009,medium,medium,
a700e874-b319-11eb-82fd-1e003a340631,65636009,medium,medium,
476c72c6-a65c-11eb-8d02-1e003a340630,65636009,medium,medium,
e2f292d4-d456-11eb-a77f-1e003a340630,65636009,medium,low,
3440b82a-b416-11eb-8c69-1e003a340631,65636009,high,high,
4772af74-a65c-11eb-8d02-1e003a340630,65636009,high,low,
4720607a-a65c-11eb-8d02-1e003a340630,65636009,medium,low,
47826efa-a65c-11eb-8d02-1e003a340630,65636009,medium,medium,0
e2f1db3c-d456-11eb-a77f-1e003a340630,65636009,high,medium,
34409052-b416-11eb-8c69-1e003a340631,815008,medium,low,
4731b4a6-a65c-11eb-8d02-1e003a340630,815008,high,high,
476dae20-a65c-11eb-8d02-1e003a340630,815008,high,medium,
54db2674-bd53-11eb-9527-1e003a340631,815008,high,medium,
47955d44-a65c-11eb-8d02-1e003a340630,815008,high,medium,
47318cce-a65c-11eb-8d02-1e003a340630,815008,high,high,
4731c86a-a65c-11eb-8d02-1e003a340630,815008,high,high,
476d5efc-a65c-11eb-8d02-1e003a340630,815008,high,medium,
476cd4f0-a65c-11eb-8d02-1e003a340630,815008,high,medium,
e2f292d4-d456-11eb-a77f-1e003a340630,815008,high,medium,
476d9a84-a65c-11eb-8d02-1e003a340630,815008,high,medium,
4731b4a6-a65c-11eb-8d02-1e003a340630,77971008,high,high,
476cad9a-a65c-11eb-8d02-1e003a340630,77971008,high,medium,
e2f1db3c-d456-11eb-a77f-1e003a340630,77971008,medium,medium,
34409052-b416-11eb-8c69-1e003a340631,77971008,medium,low,
aaaad4e4-bb39-11eb-9560-1e003a340631,77971008,high,medium,
4720607a-a65c-11eb-8d02-1e003a340630,77971008,high,medium,
47318cce-a65c-11eb-8d02-1e003a340630,77971008,high,high,
4731c86a-a65c-11eb-8d02-1e003a340630,77971008,high,high,
47826efa-a65c-11eb-8d02-1e003a340630,77971008,high,medium,
4772af74-a65c-11eb-8d02-1e003a340630,77971008,medium,medium,
47860ccc-a65c-11eb-8d02-1e003a340630,77971008,high,low,
476c72c6-a65c-11eb-8d02-1e003a340630,77971008,high,high,
476cd4f0-a65c-11eb-8d02-1e003a340630,77971008,high,medium,
476cc118-a65c-11eb-8d02-1e003a340630,77971008,high,medium,
782cb025-ef27-4ccb-8a37-8a3df97abdf0,4927003,medium,medium,
4720607a-a65c-11eb-8d02-1e003a340630,4927003,high,low,
476cfc14-a65c-11eb-8d02-1e003a340630,4927003,low,medium,
54db2674-bd53-11eb-9527-1e003a340631,4927003,high,high,
4772af74-a65c-11eb-8d02-1e003a340630,4927003,high,medium,
24204d80-0061-48bb-9b86-e95417fc1e90,4927003,medium,very_high,1
e2f292d4-d456-11eb-a77f-1e003a340630,4927003,high,medium,
476c9a26-a65c-11eb-8d02-1e003a340630,4927003,medium,medium,
47955d44-a65c-11eb-8d02-1e003a340630,4927003,high,medium,
476cd4f0-a65c-11eb-8d02-1e003a340630,4927003,medium,medium,
476c72c6-a65c-11eb-8d02-1e003a340630,4927003,medium,medium,
aaaad4e4-bb39-11eb-9560-1e003a340631,4927003,medium,medium,
4795713a-a65c-11eb-8d02-1e003a340630,4927003,high,medium,
47826efa-a65c-11eb-8d02-1e003a340630,4927003,high,high,
479584e0-a65c-11eb-8d02-1e003a340630,4927003,high,medium,
9e6d0638-3690-4ff8-9795-f261a3a13866,4927003,low,low,
476cad9a-a65c-11eb-8d02-1e003a340630,444248002,high,medium,
aaaad7e6-bb39-11eb-9560-1e003a340631,444248002,medium,high,
476cfc14-a65c-11eb-8d02-1e003a340630,444248002,high,medium,
9e6d0638-3690-4ff8-9795-f261a3a13866,444248002,very_high,very_high,1
479584e0-a65c-11eb-8d02-1e003a340630,444248002,medium,medium,
54db2674-bd53-11eb-9527-1e003a340631,444248002,medium,medium,
476cd4f0-a65c-11eb-8d02-1e003a340630,444248002,high,medium,
47826efa-a65c-11eb-8d02-1e003a340630,444248002,medium,medium,
47955d44-a65c-11eb-8d02-1e003a340630,444248002,high,medium,
476c72c6-a65c-11eb-8d02-1e003a340630,444248002,high,high,
4720607a-a65c-11eb-8d02-1e003a340630,444248002,medium,low,
4772af74-a65c-11eb-8d02-1e003a340630,444248002,medium,medium,
aaaad4e4-bb39-11eb-9560-1e003a340631,444248002,medium,medium,
e2f292d4-d456-11eb-a77f-1e003a340630,444248002,high,high,
4795713a-a65c-11eb-8d02-1e003a340630,444248002,medium,medium,
24204d80-0061-48bb-9b86-e95417fc1e90,444248002,very_high,medium,
782cb025-ef27-4ccb-8a37-8a3df97abdf0,444248002,medium,high,
344122e2-b416-11eb-8c69-1e003a340631,111196000,medium,medium,
34411de2-b416-11eb-8c69-1e003a340631,111196000,medium,medium,
86ec08a7-7b6d-4162-a81d-92c346d70874,111196000,medium,medium,
351abab8-b7a2-11eb-86ef-1e003a340631,111196000,high,medium,
34411bda-b416-11eb-8c69-1e003a340631,111196000,medium,medium,
351a858e-b7a2-11eb-86ef-1e003a340631,111196000,high,high,
34412b70-b416-11eb-8c69-1e003a340631,111196000,medium,medium,
34410c44-b416-11eb-8c69-1e003a340631,111196000,medium,medium,
4736971e-a65c-11eb-8d02-1e003a340630,111196000,medium,medium,
3441253a-b416-11eb-8c69-1e003a340631,111196000,medium,medium,
34411a36-b416-11eb-8c69-1e003a340631,111196000,medium,high,
ddc3e572-8d44-4ea1-b251-9cd28f950333,111196000,low,medium,
8f670194-b97c-11eb-8741-1e003a340631,111196000,high,medium,
34411f9a-b416-11eb-8c69-1e003a340631,111196000,medium,medium,
8f66b90a-b97c-11eb-8741-1e003a340631,111196000,medium,medium,
351ac080-b7a2-11eb-86ef-1e003a340631,111196000,high,medium,
4785aaac-a65c-11eb-8d02-1e003a340630,111196000,high,medium,
05ca908a-ed05-46a5-bb0d-c74bc881fe06,111196000,high,high,
e2f2db22-d456-11eb-a77f-1e003a340630,111196000,high,medium,
3441213e-b416-11eb-8c69-1e003a340631,111196000,medium,medium,
1fd3d6b8-af36-11eb-8fc3-1e003a340631,111196000,high,medium,
47830c84-a65c-11eb-8d02-1e003a340630,111196000,high,medium,
44b3b132-2577-4572-a0bd-25ff675f7426,73692007,medium,medium,
4736971e-a65c-11eb-8d02-1e003a340630,73692007,medium,rare,
bfe8d512-7338-4732-9e6a-8cc60bc10402,73692007,medium,low,
e2f2e004-d456-11eb-a77f-1e003a340630,73692007,medium,medium,
835460b1-a04d-49aa-b3ae-e9a87210fd73,73692007,medium,medium,
47172c6c-a65c-11eb-8d02-1e003a340630,73692007,medium,medium,
47258974-a65c-11eb-8d02-1e003a340630,73692007,medium,low,
1fd3d6b8-af36-11eb-8fc3-1e003a340631,73692007,high,medium,
c1ee3836-af10-4e77-889f-b1c708fbec8e,73692007,high,medium,
b5889905-1fa4-441a-b1a7-a7470e00897e,73692007,high,low,
4781953e-a65c-11eb-8d02-1e003a340630,73692007,medium,low,
47830c84-a65c-11eb-8d02-1e003a340630,73692007,medium,high,
938d9284-0e0d-44ee-86a2-f7ba6e17d31c,32861005,high,medium,
bfe8d512-7338-4732-9e6a-8cc60bc10402,32861005,high,very_high,0
aa3c65e9-5888-43c8-9a3e-4646e2ad98a1,32861005,high,high,
4728ddae-a65c-11eb-8d02-1e003a340630,32861005,high,medium,
1178099c-a5e4-4598-a307-048a87539184,32861005,high,high,
b18ea08c-c025-42ec-9527-83f75e24194c,32861005,high,medium,
fccc7521-12a9-49de-b004-6a2ed6cb8ab7,32861005,low,medium,
a7025308-b319-11eb-82fd-1e003a340631,32861005,low,medium,
93535fd5-5528-4cdb-ac9c-e16d1d523802,32861005,high,high,
83316fb1-baf1-4d4a-9bf8-02115d67c23b,32861005,high,medium,
47258974-a65c-11eb-8d02-1e003a340630,32861005,medium,medium,
a70251e6-b319-11eb-82fd-1e003a340631,32861005,low,medium,
b87e7437-1305-4973-b7f7-7b07f51fb80e,32861005,medium,medium,
4785aaac-a65c-11eb-8d02-1e003a340630,32861005,low,medium,
a704172e-b319-11eb-82fd-1e003a340631,32861005,medium,medium,
47830c84-a65c-11eb-8d02-1e003a340630,402599005,medium,medium,
835460b1-a04d-49aa-b3ae-e9a87210fd73,402599005,medium,medium,
88fcb108-294e-4290-b053-33a7100f0f3c,402599005,high,very_high,1
85591fb8-7573-4295-b81f-732ce6d4d854,402599005,medium,medium,
ecd60c09-6b99-4a7c-aaf0-384a6b829a4a,402599005,high,medium,
4728ddae-a65c-11eb-8d02-1e003a340630,78048006,medium,low,
479df314-a65c-11eb-8d02-1e003a340630,78048006,zero,rare,
477db874-a65c-11eb-8d02-1e003a340630,78048006,medium,low,
1fd4da4a-af36-11eb-8fc3-1e003a340631,78048006,high,medium,
478132f6-a65c-11eb-8d02-1e003a340630,78048006,medium,low,
473914a8-a65c-11eb-8d02-1e003a340630,78048006,low,low,
479ea4da-a65c-11eb-8d02-1e003a340630,78048006,medium,medium,0
47258974-a65c-11eb-8d02-1e003a340630,78048006,medium,low,
3441307a-b416-11eb-8c69-1e003a340631,78048006,high,medium,
477fa83c-a65c-11eb-8d02-1e003a340630,78048006,high,high,0
4740be10-a65c-11eb-8d02-1e003a340630,78048006,high,medium,
47a7ab20-a65c-11eb-8d02-1e003a340630,78048006,very_high,high,0
479f41f6-a65c-11eb-8d02-1e003a340630,78048006,medium,low,
4739c8bc-a65c-11eb-8d02-1e003a340630,78048006,medium,low,
474a32b0-a65c-11eb-8d02-1e003a340630,78048006,high,very_high,1
a7027b44-b319-11eb-82fd-1e003a340631,78048006,medium,medium,
4749e3fa-a65c-11eb-8d02-1e003a340630,78048006,very_high,medium,
474ae4a8-a65c-11eb-8d02-1e003a340630,78048006,high,very_high,1
1fd45764-af36-11eb-8fc3-1e003a340631,78048006,medium,low,
11eeba0e-bb2f-11eb-b46a-1e003a340631,78048006,medium,very_high,1
1fd446d4-af36-11eb-8fc3-1e003a340631,78048006,medium,low,
47882228-a65c-11eb-8d02-1e003a340630,78048006,high,low,
479ef368-a65c-11eb-8d02-1e003a340630,78048006,medium,medium,
34412eae-b416-11eb-8c69-1e003a340631,78048006,medium,medium,
474a95a2-a65c-11eb-8d02-1e003a340630,78048006,high,medium,
477cb5dc-a65c-11eb-8d02-1e003a340630,78048006,high,low,
477d40c4-a65c-11eb-8d02-1e003a340630,78048006,high,medium,
1fd31e62-af36-11eb-8fc3-1e003a340631,78048006,medium,low,
473ca9f6-a65c-11eb-8d02-1e003a340630,78048006,medium,low,
34411f9a-b416-11eb-8c69-1e003a340631,4740000,medium,very_high,1
34411bda-b416-11eb-8c69-1e003a340631,4740000,high,very_high,1
473914a8-a65c-11eb-8d02-1e003a340630,4740000,medium,low,
476aa946-a65c-11eb-8d02-1e003a340630,4740000,medium,low,
86ec08a7-7b6d-4162-a81d-92c346d70874,4740000,medium,low,
477cb5dc-a65c-11eb-8d02-1e003a340630,4740000,medium,rare,
47258974-a65c-11eb-8d02-1e003a340630,4740000,high,rare,
476a9582-a65c-11eb-8d02-1e003a340630,4740000,medium,medium,
344127ba-b416-11eb-8c69-1e003a340631,4740000,very_high,very_high,1
34411de2-b416-11eb-8c69-1e003a340631,4740000,high,medium,
4785aaac-a65c-11eb-8d02-1e003a340630,4740000,medium,low,
4769e268-a65c-11eb-8d02-1e003a340630,4740000,zero,rare,
3441253a-b416-11eb-8c69-1e003a340631,4740000,high,medium,
476abd32-a65c-11eb-8d02-1e003a340630,4740000,high,very_high,1
344122e2-b416-11eb-8c69-1e003a340631,4740000,medium,medium,
1fd3d6b8-af36-11eb-8fc3-1e003a340631,4740000,medium,low,
34410c44-b416-11eb-8c69-1e003a340631,4740000,very_high,very_high,1
4781953e-a65c-11eb-8d02-1e003a340630,4740000,medium,low,
3441213e-b416-11eb-8c69-1e003a340631,4740000,medium,low,
3f21a273-80fa-4b1e-be79-b0212422a219,418470004,medium,medium,
47483014-a65c-11eb-8d02-1e003a340630,418470004,low,low,
477c3b2a-a65c-11eb-8d02-1e003a340630,418470004,medium,low,
4738b724-a65c-11eb-8d02-1e003a340630,418470004,medium,low,
477c793c-a65c-11eb-8d02-1e003a340630,418470004,medium,low,
4722e7c8-a65c-11eb-8d02-1e003a340630,418470004,medium,low,
47198962-a65c-11eb-8d02-1e003a340630,418470004,medium,low,
4719b3f6-a65c-11eb-8d02-1e003a340630,418470004,high,high,
476a9582-a65c-11eb-8d02-1e003a340630,418470004,high,medium,
477886ec-a65c-11eb-8d02-1e003a340630,418470004,low,low,
b5c7de27-570a-44b2-9194-3ee64aae6e48,418470004,medium,medium,
47701066-a65c-11eb-8d02-1e003a340630,418470004,high,low,
475fa97e-a65c-11eb-8d02-1e003a340630,418470004,high,low,
479f7d60-a65c-11eb-8d02-1e003a340630,418470004,medium,low,
4773639c-a65c-11eb-8d02-1e003a340630,418470004,high,very_high,1
2161cdd4-3d3c-45be-aecf-b23adb577b6a,418470004,high,low,
d6e730b2-a6f4-471b-9db8-429c9b1386f9,418470004,medium,medium,
473f9e54-a65c-11eb-8d02-1e003a340630,418470004,medium,low,
47172c6c-a65c-11eb-8d02-1e003a340630,418470004,high,medium,
47587b0e-a65c-11eb-8d02-1e003a340630,418470004,medium,low,
4737ee0c-a65c-11eb-8d02-1e003a340630,418470004,medium,low,
47431318-a65c-11eb-8d02-1e003a340630,418470004,medium,low,
4736971e-a65c-11eb-8d02-1e003a340630,418470004,medium,low,
4759a308-a65c-11eb-8d02-1e003a340630,418470004,medium,low,
473ca9f6-a65c-11eb-8d02-1e003a340630,418470004,medium,low,
4726f7fa-a65c-11eb-8d02-1e003a340630,418470004,low,low,
a163b566-e655-434c-862e-49c90e8e80e1,274134003,medium,medium,
f0968076-37ef-403a-9b69-ed289b8410af,274134003,medium,medium,
e47983c5-dce1-4597-b8db-c6841406b9cd,274134003,high,high,
1ccff98a-0f4c-4da2-95f9-a19c298e2052,274134003,medium,medium,
61845963-bd23-421b-8122-05f8add11841,274134003,high,high,
7d471faa-4940-4b06-8df7-b1137ca4d127,274134003,medium,medium,
47a7ab20-a65c-11eb-8d02-1e003a340630,274134003,medium,medium,
a7046846-b319-11eb-82fd-1e003a340631,274134003,medium,medium,
1fd4da4a-af36-11eb-8fc3-1e003a340631,274134003,low,low,
9cb01bda-7035-43c0-8dc2-33830fbe4633,274134003,medium,medium,
30a26f27-749d-40e4-b933-5151c27c6c77,274134003,medium,medium,
11eeba0e-bb2f-11eb-b46a-1e003a340631,274134003,high,very_high,1
bc948c52-eeda-4c80-83d9-e54f016a8233,274134003,medium,medium,
b87e7437-1305-4973-b7f7-7b07f51fb80e,49882001,high,very_high,1
4720607a-a65c-11eb-8d02-1e003a340630,49882001,medium,low,
4728ddae-a65c-11eb-8d02-1e003a340630,49882001,medium,medium,
473b48a4-a65c-11eb-8d02-1e003a340630,49882001,medium,medium,
471e8e62-a65c-11eb-8d02-1e003a340630,49882001,medium,low,
34411a36-b416-11eb-8c69-1e003a340631,49882001,medium,high,
34410e4c-b416-11eb-8c69-1e003a340631,49882001,medium,medium,
34410c44-b416-11eb-8c69-1e003a340631,49882001,medium,high,
344127ba-b416-11eb-8c69-1e003a340631,49882001,low,medium,
47483014-a65c-11eb-8d02-1e003a340630,49882001,medium,low,
78fcc86c-0c02-44ab-b608-8f643aca71a6,49882001,medium,medium,
473914a8-a65c-11eb-8d02-1e003a340630,49882001,medium,low,
475fa97e-a65c-11eb-8d02-1e003a340630,49882001,medium,medium,
47258974-a65c-11eb-8d02-1e003a340630,49882001,high,high,
34412986-b416-11eb-8c69-1e003a340631,49882001,medium,medium,
3441146e-b416-11eb-8c69-1e003a340631,49882001,medium,medium,
34411bda-b416-11eb-8c69-1e003a340631,49882001,medium,medium,
1fd50722-af36-11eb-8fc3-1e003a340631,49882001,medium,low,
791d8897-f9d8-4da5-b09c-cf464c69c63c,49882001,low,low,
47856fba-a65c-11eb-8d02-1e003a340630,1119303003,low,low,
47431318-a65c-11eb-8d02-1e003a340630,1119303003,low,low,
471e8e62-a65c-11eb-8d02-1e003a340630,1119303003,high,medium,
4728ddae-a65c-11eb-8d02-1e003a340630,1119303003,medium,medium,
473914a8-a65c-11eb-8d02-1e003a340630,1119303003,very_high,medium,
477c793c-a65c-11eb-8d02-1e003a340630,1119303003,low,low,
475fa97e-a65c-11eb-8d02-1e003a340630,1119303003,medium,medium,
477cb5dc-a65c-11eb-8d02-1e003a340630,1119303003,medium,medium,
4759a308-a65c-11eb-8d02-1e003a340630,1119303003,low,medium,
4736971e-a65c-11eb-8d02-1e003a340630,1119303003,medium,low,
544ceadb-8ef3-42d9-b4b2-7651d87d7071,1119303003,very_high,very_high,1
4784e554-a65c-11eb-8d02-1e003a340630,1119303003,very_high,medium,
4722e7c8-a65c-11eb-8d02-1e003a340630,1119303003,low,low,
344147d6-b416-11eb-8c69-1e003a340631,1119303003,very_high,medium,
473ca9f6-a65c-11eb-8d02-1e003a340630,1119303003,medium,medium,
37c41dbd-1104-4c0b-8419-3939a07e979b,196491008,medium,low,
47392a10-a65c-11eb-8d02-1e003a340630,196491008,low,low,
47835b30-a65c-11eb-8d02-1e003a340630,196491008,high,medium,
5a206ee4-a8ad-4843-b7be-18bc5fbca7dc,196491008,medium,medium,
1fd5a29a-af36-11eb-8fc3-1e003a340631,196491008,medium,medium,
47258974-a65c-11eb-8d02-1e003a340630,196491008,low,low,
473a7cb2-a65c-11eb-8d02-1e003a340630,196491008,low,low,
ed511326-e4dd-4382-b046-8702da156df7,196491008,low,low,
47259d92-a65c-11eb-8d02-1e003a340630,196491008,high,low,
accb3d74-ff43-4fab-8ee5-c8c05c8e936e,196491008,medium,medium,
47875bf4-a65c-11eb-8d02-1e003a340630,196491008,high,medium,
8324f84b-3132-4590-a48c-88fe37b83b2b,196491008,medium,medium,
47266a7e-a65c-11eb-8d02-1e003a340630,196491008,medium,low,
0840ebf8-cc9a-43c9-94c2-1fb33e410fae,196491008,medium,medium,
009240ed-9f08-4282-94fe-95019295f224,196491008,high,medium,
4739c8bc-a65c-11eb-8d02-1e003a340630,196491008,low,low,
473914a8-a65c-11eb-8d02-1e003a340630,196491008,low,low,
471e8e62-a65c-11eb-8d02-1e003a340630,196491008,low,low,
472655de-a65c-11eb-8d02-1e003a340630,196491008,high,low,
4725b232-a65c-11eb-8d02-1e003a340630,196491008,medium,low,
47431318-a65c-11eb-8d02-1e003a340630,196491008,low,rare,
a70307a8-b319-11eb-82fd-1e003a340631,196491008,high,medium,
d6f03f91-d92b-4333-9497-c66ce0d52e16,196491008,medium,medium,
c4bd049d-37a4-4ddf-b01f-bbdfb831fc58,196491008,medium,low,
472603f4-a65c-11eb-8d02-1e003a340630,196491008,medium,low,
4742389e-a65c-11eb-8d02-1e003a340630,51523009,medium,medium,
473ca9f6-a65c-11eb-8d02-1e003a340630,51523009,low,low,
478f28b6-a65c-11eb-8d02-1e003a340630,51523009,high,medium,
a6fd597a-b319-11eb-82fd-1e003a340631,51523009,high,medium,
474224b2-a65c-11eb-8d02-1e003a340630,51523009,medium,medium,
a6fe06d6-b319-11eb-82fd-1e003a340631,51523009,medium,medium,
473b48a4-a65c-11eb-8d02-1e003a340630,51523009,medium,low,
da9907b8-3485-4595-ba9c-cff9f45d0418,51523009,medium,low,
4772880a-a65c-11eb-8d02-1e003a340630,51523009,medium,low,
477260c8-a65c-11eb-8d02-1e003a340630,51523009,medium,low,
473cff50-a65c-11eb-8d02-1e003a340630,51523009,low,low,
1fd4da4a-af36-11eb-8fc3-1e003a340631,51523009,medium,medium,
477ac39e-a65c-11eb-8d02-1e003a340630,51523009,very_high,medium,
478f6466-a65c-11eb-8d02-1e003a340630,51523009,high,medium,
477211ea-a65c-11eb-8d02-1e003a340630,51523009,medium,low,
a6fdfe34-b319-11eb-82fd-1e003a340631,51523009,medium,medium,
477c2716-a65c-11eb-8d02-1e003a340630,51523009,medium,medium,
4771d702-a65c-11eb-8d02-1e003a340630,51523009,medium,low,
478f77f8-a65c-11eb-8d02-1e003a340630,51523009,high,medium,
478ed9ec-a65c-11eb-8d02-1e003a340630,51523009,high,medium,
473cff50-a65c-11eb-8d02-1e003a340630,297159008,medium,low,
a6fd4f70-b319-11eb-82fd-1e003a340631,297159008,high,medium,
473ca9f6-a65c-11eb-8d02-1e003a340630,297159008,medium,low,
478f6466-a65c-11eb-8d02-1e003a340630,297159008,high,high,
47994fe4-a65c-11eb-8d02-1e003a340630,297159008,medium,medium,
473e0cce-a65c-11eb-8d02-1e003a340630,297159008,medium,low,
478ed9ec-a65c-11eb-8d02-1e003a340630,297159008,high,high,
a6fd597a-b319-11eb-82fd-1e003a340631,297159008,high,high,
473d8da8-a65c-11eb-8d02-1e003a340630,297159008,medium,low,
4799c672-a65c-11eb-8d02-1e003a340630,297159008,medium,high,
477aafb2-a65c-11eb-8d02-1e003a340630,297159008,high,medium,
478f77f8-a65c-11eb-8d02-1e003a340630,297159008,high,high,
20d2d3ac-d19d-49b2-8265-df5368f168a1,89927005,medium,medium,
478f14f2-a65c-11eb-8d02-1e003a340630,89927005,high,high,
478f28b6-a65c-11eb-8d02-1e003a340630,89927005,high,high,
a6fe06d6-b319-11eb-82fd-1e003a340631,89927005,medium,medium,
471ffab8-a65c-11eb-8d02-1e003a340630,89927005,low,medium,
c4bd049d-37a4-4ddf-b01f-bbdfb831fc58,89927005,high,medium,
47994fe4-a65c-11eb-8d02-1e003a340630,89927005,medium,medium,
47998b12-a65c-11eb-8d02-1e003a340630,89927005,medium,medium,
478f6466-a65c-11eb-8d02-1e003a340630,89927005,high,high,
478ed9ec-a65c-11eb-8d02-1e003a340630,89927005,high,high,
4799da5e-a65c-11eb-8d02-1e003a340630,89927005,medium,medium,
a6fd597a-b319-11eb-82fd-1e003a340631,89927005,high,high,
471e8e62-a65c-11eb-8d02-1e003a340630,89927005,low,medium,
47898668-a65c-11eb-8d02-1e003a340630,89927005,medium,medium,
1fd4da4a-af36-11eb-8fc3-1e003a340631,89927005,medium,medium,
0c56241b-9e1b-47f6-9dd8-88230abc9241,89927005,high,very_high,1
a6fd57d6-b319-11eb-82fd-1e003a340631,89927005,high,high,
a6fdfe34-b319-11eb-82fd-1e003a340631,89927005,medium,medium,
477c2716-a65c-11eb-8d02-1e003a340630,89927005,medium,medium,
e2f23956-d456-11eb-a77f-1e003a340630,89927005,low,medium,
5007d708-4f78-4b8a-9b0c-4a0aab8548ee,89927005,high,very_high,1
478f77f8-a65c-11eb-8d02-1e003a340630,89927005,high,high,
477ac39e-a65c-11eb-8d02-1e003a340630,89927005,high,high,
1fd50722-af36-11eb-8fc3-1e003a340631,267103008,low,low,
acce8427-d1c4-4419-bd6d-3f47f2816a0f,267103008,medium,medium,
478e632c-a65c-11eb-8d02-1e003a340630,267103008,high,very_high,1
a7000be8-b319-11eb-82fd-1e003a340631,267103008,low,low,
473be8a4-a65c-11eb-8d02-1e003a340630,267103008,medium,low,
471e8e62-a65c-11eb-8d02-1e003a340630,267103008,high,low,
473ba826-a65c-11eb-8d02-1e003a340630,267103008,medium,low,
477ac39e-a65c-11eb-8d02-1e003a340630,267103008,high,medium,
473b48a4-a65c-11eb-8d02-1e003a340630,267103008,medium,low,
471edde0-a65c-11eb-8d02-1e003a340630,267103008,high,low,
478e9e78-a65c-11eb-8d02-1e003a340630,267103008,high,high,
a6fd597a-b319-11eb-82fd-1e003a340631,267103008,high,medium,
d5553542-9625-452f-b9fa-bef87283a9e4,267103008,medium,low,
473bd332-a65c-11eb-8d02-1e003a340630,267103008,medium,low,
478e8aa0-a65c-11eb-8d02-1e003a340630,267103008,high,high,
47425fd6-a65c-11eb-8d02-1e003a340630,232407000,medium,low,
0c56241b-9e1b-47f6-9dd8-88230abc9241,232407000,high,very_high,1
474224b2-a65c-11eb-8d02-1e003a340630,232407000,medium,low,
473be8a4-a65c-11eb-8d02-1e003a340630,232407000,high,high,
47724d04-a65c-11eb-8d02-1e003a340630,232407000,low,rare,
1fd4da4a-af36-11eb-8fc3-1e003a340631,232407000,high,medium,
478e8aa0-a65c-11eb-8d02-1e003a340630,232407000,high,medium,
4771d702-a65c-11eb-8d02-1e003a340630,232407000,low,rare,
478e632c-a65c-11eb-8d02-1e003a340630,232407000,high,medium,
c4bd049d-37a4-4ddf-b01f-bbdfb831fc58,232407000,high,medium,
477b1326-a65c-11eb-8d02-1e003a340630,232407000,high,medium,
473b48a4-a65c-11eb-8d02-1e003a340630,232407000,medium,medium,
20d2d3ac-d19d-49b2-8265-df5368f168a1,232407000,medium,low,
473bd332-a65c-11eb-8d02-1e003a340630,232407000,high,high,
a6fe06d6-b319-11eb-82fd-1e003a340631,232407000,high,medium,
da9907b8-3485-4595-ba9c-cff9f45d0418,232407000,low,rare,
4759a308-a65c-11eb-8d02-1e003a340630,232407000,medium,low,
1fd54214-af36-11eb-8fc3-1e003a340631,232407000,medium,high,
b8b7d0e4-b706-47f2-84c0-c34ce579fa9a,232407000,very_high,high,
478e9e78-a65c-11eb-8d02-1e003a340630,232407000,high,medium,
478e632c-a65c-11eb-8d02-1e003a340630,79962008,medium,medium,
4725612e-a65c-11eb-8d02-1e003a340630,79962008,medium,low,
1fd23074-af36-11eb-8fc3-1e003a340631,79962008,medium,low,
1fd21378-af36-11eb-8fc3-1e003a340631,79962008,low,low,
0c56241b-9e1b-47f6-9dd8-88230abc9241,79962008,high,medium,
47a80d7c-a65c-11eb-8d02-1e003a340630,79962008,high,low,
47254cfc-a65c-11eb-8d02-1e003a340630,79962008,medium,low,
47a7e612-a65c-11eb-8d02-1e003a340630,79962008,medium,low,
4722e7c8-a65c-11eb-8d02-1e003a340630,79962008,medium,low,
c71103d0-36d3-44a9-8dba-ff583ab4f3a5,79962008,high,medium,
47239e2a-a65c-11eb-8d02-1e003a340630,79962008,medium,low,
47a834c8-a65c-11eb-8d02-1e003a340630,79962008,high,low,
0df7bca1-8387-4d79-ab04-0a1da909781c,79962008,high,medium,
478e770e-a65c-11eb-8d02-1e003a340630,79962008,medium,low,
