uuid,snomed_id,root_snomed_id,root_snomed_name,name,triage_level,relevance_male,relevance_female,relation1_type,child1_name,grouping1_selection_type,relation2_type,child2_name,grouping2_selection_type,relation3_type,child3_name,grouping3_selection_type
a7005c4c-b319-11eb-82fd-1e003a340631,,4800001,Pyuria,Pyuria <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7005dc8-b319-11eb-82fd-1e003a340631,,4800001,Pyuria,Pyuria <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7005f30-b319-11eb-82fd-1e003a340631,,4800001,Pyuria,Pyuria <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a70060a2-b319-11eb-82fd-1e003a340631,,4800001,Pyuria,Pyuria <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a7006d54-b319-11eb-82fd-1e003a340631,,82971005,Impaired mobility,Impaired mobility <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a7006ec6-b319-11eb-82fd-1e003a340631,,82971005,Impaired mobility,Impaired mobility <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a700702e-b319-11eb-82fd-1e003a340631,,82971005,Impaired mobility,Impaired mobility <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a70071a0-b319-11eb-82fd-1e003a340631,,82971005,Impaired mobility,Impaired mobility <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a70086b8-b319-11eb-82fd-1e003a340631,,367391008,Malaise,Malaise <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a700882a-b319-11eb-82fd-1e003a340631,,367391008,Malaise,Malaise <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a700899c-b319-11eb-82fd-1e003a340631,,367391008,Malaise,Malaise <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7008b04-b319-11eb-82fd-1e003a340631,,367391008,Malaise,Malaise <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7008f1e-b319-11eb-82fd-1e003a340631,,6077001,Foot-drop,Foot-drop <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a7009090-b319-11eb-82fd-1e003a340631,,6077001,Foot-drop,Foot-drop <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a70091f8-b319-11eb-82fd-1e003a340631,,6077001,Foot-drop,Foot-drop <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a7009360-b319-11eb-82fd-1e003a340631,,6077001,Foot-drop,Foot-drop <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a700978e-b319-11eb-82fd-1e003a340631,,34789001,Pain in the coccyx,Pain in the coccyx <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7009900-b319-11eb-82fd-1e003a340631,,34789001,Pain in the coccyx,Pain in the coccyx <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a7009a68-b319-11eb-82fd-1e003a340631,,34789001,Pain in the coccyx,Pain in the coccyx <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a7009bd0-b319-11eb-82fd-1e003a340631,,34789001,Pain in the coccyx,Pain in the coccyx <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a700b962-b319-11eb-82fd-1e003a340631,,298222004,Active range of joint movement reduced,Active range of joint movement reduced <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a700bad4-b319-11eb-82fd-1e003a340631,,298222004,Active range of joint movement reduced,Active range of joint movement reduced <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a700bc3c-b319-11eb-82fd-1e003a340631,,298222004,Active range of joint movement reduced,Active range of joint movement reduced <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a700bdae-b319-11eb-82fd-1e003a340631,,298222004,Active range of joint movement reduced,Active range of joint movement reduced <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a700ca6a-b319-11eb-82fd-1e003a340631,,17450006,Myoclonus,Myoclonus <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a700cbf0-b319-11eb-82fd-1e003a340631,,17450006,Myoclonus,Myoclonus <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a700cd58-b319-11eb-82fd-1e003a340631,,17450006,Myoclonus,Myoclonus <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a700ced4-b319-11eb-82fd-1e003a340631,,17450006,Myoclonus,Myoclonus <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a700d316-b319-11eb-82fd-1e003a340631,,298854003,Shoulder joint unstable,Shoulder joint unstable <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a700d492-b319-11eb-82fd-1e003a340631,,298854003,Shoulder joint unstable,Shoulder joint unstable <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a700d604-b319-11eb-82fd-1e003a340631,,298854003,Shoulder joint unstable,Shoulder joint unstable <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a700d776-b319-11eb-82fd-1e003a340631,,298854003,Shoulder joint unstable,Shoulder joint unstable <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a700e432-b319-11eb-82fd-1e003a340631,,111516008,Blurring of visual image,Blurring of visual image <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a700e5a4-b319-11eb-82fd-1e003a340631,,111516008,Blurring of visual image,Blurring of visual image <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a700e70c-b319-11eb-82fd-1e003a340631,,111516008,Blurring of visual image,Blurring of visual image <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a700e874-b319-11eb-82fd-1e003a340631,,111516008,Blurring of visual image,Blurring of visual image <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a700f51c-b319-11eb-82fd-1e003a340631,,285375003,Pain in penis,Pain in penis <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a700f68e-b319-11eb-82fd-1e003a340631,,285375003,Pain in penis,Pain in penis <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a700f7f6-b319-11eb-82fd-1e003a340631,,285375003,Pain in penis,Pain in penis <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a700f95e-b319-11eb-82fd-1e003a340631,,285375003,Pain in penis,Pain in penis <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7010660-b319-11eb-82fd-1e003a340631,,279043006,Pain in buttock,Pain in buttock <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a70107dc-b319-11eb-82fd-1e003a340631,,279043006,Pain in buttock,Pain in buttock <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7010944-b319-11eb-82fd-1e003a340631,,279043006,Pain in buttock,Pain in buttock <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7010aac-b319-11eb-82fd-1e003a340631,,279043006,Pain in buttock,Pain in buttock <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a70130ea-b319-11eb-82fd-1e003a340631,,24199005,Feeling agitated,Feeling agitated <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a701325c-b319-11eb-82fd-1e003a340631,,24199005,Feeling agitated,Feeling agitated <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a70133ce-b319-11eb-82fd-1e003a340631,,24199005,Feeling agitated,Feeling agitated <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7013540-b319-11eb-82fd-1e003a340631,,24199005,Feeling agitated,Feeling agitated <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7014c24-b319-11eb-82fd-1e003a340631,,315284009,Mass of parotid gland,Mass of parotid gland <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7014d96-b319-11eb-82fd-1e003a340631,,315284009,Mass of parotid gland,Mass of parotid gland <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7014f08-b319-11eb-82fd-1e003a340631,,315284009,Mass of parotid gland,Mass of parotid gland <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7015070-b319-11eb-82fd-1e003a340631,,315284009,Mass of parotid gland,Mass of parotid gland <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7015dae-b319-11eb-82fd-1e003a340631,,17173007,Excessive thirst,Excessive thirst <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a7015f98-b319-11eb-82fd-1e003a340631,,17173007,Excessive thirst,Excessive thirst <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a701611e-b319-11eb-82fd-1e003a340631,,17173007,Excessive thirst,Excessive thirst <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a70162cc-b319-11eb-82fd-1e003a340631,,17173007,Excessive thirst,Excessive thirst <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a70166f0-b319-11eb-82fd-1e003a340631,,308698004,Flatulence symptom,Flatulence symptom <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7016862-b319-11eb-82fd-1e003a340631,,308698004,Flatulence symptom,Flatulence symptom <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a70169ca-b319-11eb-82fd-1e003a340631,,308698004,Flatulence symptom,Flatulence symptom <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7016b46-b319-11eb-82fd-1e003a340631,,308698004,Flatulence symptom,Flatulence symptom <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7016fc4-b319-11eb-82fd-1e003a340631,,103276001,Decreased hearing,Decreased hearing <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a7017140-b319-11eb-82fd-1e003a340631,,103276001,Decreased hearing,Decreased hearing <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a701728a-b319-11eb-82fd-1e003a340631,,103276001,Decreased hearing,Decreased hearing <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a70173ca-b319-11eb-82fd-1e003a340631,,103276001,Decreased hearing,Decreased hearing <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7018716-b319-11eb-82fd-1e003a340631,,419145002,Nightmares,Nightmares <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7018860-b319-11eb-82fd-1e003a340631,,419145002,Nightmares,Nightmares <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a70189c8-b319-11eb-82fd-1e003a340631,,419145002,Nightmares,Nightmares <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7018b62-b319-11eb-82fd-1e003a340631,,419145002,Nightmares,Nightmares <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7018f40-b319-11eb-82fd-1e003a340631,,309521004,Numbness of hand,Numbness of hand <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a701908a-b319-11eb-82fd-1e003a340631,,309521004,Numbness of hand,Numbness of hand <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a70191ca-b319-11eb-82fd-1e003a340631,,309521004,Numbness of hand,Numbness of hand <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a701930a-b319-11eb-82fd-1e003a340631,,309521004,Numbness of hand,Numbness of hand <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a70196fc-b319-11eb-82fd-1e003a340631,,309538000,Numbness of foot,Numbness of foot <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7019846-b319-11eb-82fd-1e003a340631,,309538000,Numbness of foot,Numbness of foot <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a70199a4-b319-11eb-82fd-1e003a340631,,309538000,Numbness of foot,Numbness of foot <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7019ae4-b319-11eb-82fd-1e003a340631,,309538000,Numbness of foot,Numbness of foot <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a701a66a-b319-11eb-82fd-1e003a340631,,366979004,Depressed mood,Depressed mood <since> Less than 2 weeks,opd_managed,,,duration_since,Less than 2 weeks,s,,,,,,
a701a7be-b319-11eb-82fd-1e003a340631,,366979004,Depressed mood,Depressed mood <since> 2 weeks to 4 weeks,opd_managed,,,duration_since,2 weeks to 4 weeks,s,,,,,,
a701a8f4-b319-11eb-82fd-1e003a340631,,366979004,Depressed mood,Depressed mood <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a701adea-b319-11eb-82fd-1e003a340631,,267064002,Retention of urine,Retention of urine <since> Less than 3 days,emergency,,,duration_since,Less than 3 days,s,,,,,,
a701af70-b319-11eb-82fd-1e003a340631,,267064002,Retention of urine,Retention of urine <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a701b0a6-b319-11eb-82fd-1e003a340631,,267064002,Retention of urine,Retention of urine <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a701b25e-b319-11eb-82fd-1e003a340631,,267064002,Retention of urine,Retention of urine <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a701b60a-b319-11eb-82fd-1e003a340631,,239160006,Wound hematoma,Wound hematoma <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a701b75e-b319-11eb-82fd-1e003a340631,,239160006,Wound hematoma,Wound hematoma <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a701b89e-b319-11eb-82fd-1e003a340631,,239160006,Wound hematoma,Wound hematoma <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a701b9de-b319-11eb-82fd-1e003a340631,,239160006,Wound hematoma,Wound hematoma <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a701bd9e-b319-11eb-82fd-1e003a340631,,238108007,Cachexia,Cachexia <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a701bee8-b319-11eb-82fd-1e003a340631,,238108007,Cachexia,Cachexia <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a701c096-b319-11eb-82fd-1e003a340631,,238108007,Cachexia,Cachexia <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a701c1e0-b319-11eb-82fd-1e003a340631,,238108007,Cachexia,Cachexia <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a701cdac-b319-11eb-82fd-1e003a340631,,19887002,Claustrophobia,Claustrophobia <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a701cf00-b319-11eb-82fd-1e003a340631,,19887002,Claustrophobia,Claustrophobia <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a701d04a-b319-11eb-82fd-1e003a340631,,19887002,Claustrophobia,Claustrophobia <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a701d18a-b319-11eb-82fd-1e003a340631,,19887002,Claustrophobia,Claustrophobia <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a701ecd8-b319-11eb-82fd-1e003a340631,,214264003,Lethargy,Lethargy <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a701ee2c-b319-11eb-82fd-1e003a340631,,214264003,Lethargy,Lethargy <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a701ef6c-b319-11eb-82fd-1e003a340631,,214264003,Lethargy,Lethargy <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a701f0ac-b319-11eb-82fd-1e003a340631,,214264003,Lethargy,Lethargy <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a701fc64-b319-11eb-82fd-1e003a340631,,43724002,Chill,Chill <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a701fdae-b319-11eb-82fd-1e003a340631,,43724002,Chill,Chill <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a701feee-b319-11eb-82fd-1e003a340631,,43724002,Chill,Chill <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a7020024-b319-11eb-82fd-1e003a340631,,43724002,Chill,Chill <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a70203da-b319-11eb-82fd-1e003a340631,,68345001,Apraxia,Apraxia <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a7020524-b319-11eb-82fd-1e003a340631,,68345001,Apraxia,Apraxia <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a7020678-b319-11eb-82fd-1e003a340631,,68345001,Apraxia,Apraxia <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a70207c2-b319-11eb-82fd-1e003a340631,,68345001,Apraxia,Apraxia <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a7020b78-b319-11eb-82fd-1e003a340631,,44169009,Loss of sense of smell,Loss of sense of smell <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a7020c9a-b319-11eb-82fd-1e003a340631,,44169009,Loss of sense of smell,Loss of sense of smell <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a7020dbc-b319-11eb-82fd-1e003a340631,,44169009,Loss of sense of smell,Loss of sense of smell <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a7020ede-b319-11eb-82fd-1e003a340631,,44169009,Loss of sense of smell,Loss of sense of smell <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a702123a-b319-11eb-82fd-1e003a340631,,441124000,Mass of chest wall,Mass of chest wall <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7021366-b319-11eb-82fd-1e003a340631,,441124000,Mass of chest wall,Mass of chest wall <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a702147e-b319-11eb-82fd-1e003a340631,,441124000,Mass of chest wall,Mass of chest wall <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a70215a0-b319-11eb-82fd-1e003a340631,,441124000,Mass of chest wall,Mass of chest wall <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a7021fb4-b319-11eb-82fd-1e003a340631,,442076002,Early satiety,Early satiety <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a70220fe-b319-11eb-82fd-1e003a340631,,442076002,Early satiety,Early satiety <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7022220-b319-11eb-82fd-1e003a340631,,442076002,Early satiety,Early satiety <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7022342-b319-11eb-82fd-1e003a340631,,442076002,Early satiety,Early satiety <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7022694-b319-11eb-82fd-1e003a340631,,86276007,Bleeding gums,Bleeding gums <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a70227c0-b319-11eb-82fd-1e003a340631,,86276007,Bleeding gums,Bleeding gums <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a70228e2-b319-11eb-82fd-1e003a340631,,86276007,Bleeding gums,Bleeding gums <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7022a2c-b319-11eb-82fd-1e003a340631,,86276007,Bleeding gums,Bleeding gums <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a702349a-b319-11eb-82fd-1e003a340631,,34615008,Hemospermia,Hemospermia <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a70235c6-b319-11eb-82fd-1e003a340631,,34615008,Hemospermia,Hemospermia <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7023706-b319-11eb-82fd-1e003a340631,,34615008,Hemospermia,Hemospermia <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a7023828-b319-11eb-82fd-1e003a340631,,34615008,Hemospermia,Hemospermia <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a70248d6-b319-11eb-82fd-1e003a340631,,309527000,Mass of lower limb,Mass of lower limb <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7024a02-b319-11eb-82fd-1e003a340631,,309527000,Mass of lower limb,Mass of lower limb <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7024b1a-b319-11eb-82fd-1e003a340631,,309527000,Mass of lower limb,Mass of lower limb <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7024c3c-b319-11eb-82fd-1e003a340631,,309527000,Mass of lower limb,Mass of lower limb <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7024f98-b319-11eb-82fd-1e003a340631,,247441003,Erythema,Erythema <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a70250c4-b319-11eb-82fd-1e003a340631,,247441003,Erythema,Erythema <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a70251e6-b319-11eb-82fd-1e003a340631,,247441003,Erythema,Erythema <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7025308-b319-11eb-82fd-1e003a340631,,247441003,Erythema,Erythema <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7025646-b319-11eb-82fd-1e003a340631,,48880000,Postcoital bleeding,Postcoital bleeding <since> Less than 3 days,worrisome,,,duration_since,Less than 3 days,s,,,,,,
a7025772-b319-11eb-82fd-1e003a340631,,48880000,Postcoital bleeding,Postcoital bleeding <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a702588a-b319-11eb-82fd-1e003a340631,,48880000,Postcoital bleeding,Postcoital bleeding <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
a70259c0-b319-11eb-82fd-1e003a340631,,48880000,Postcoital bleeding,Postcoital bleeding <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a7025d08-b319-11eb-82fd-1e003a340631,,80585000,Intolerant of cold,Intolerant of cold <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7025e34-b319-11eb-82fd-1e003a340631,,80585000,Intolerant of cold,Intolerant of cold <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7025f60-b319-11eb-82fd-1e003a340631,,80585000,Intolerant of cold,Intolerant of cold <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7026078-b319-11eb-82fd-1e003a340631,,80585000,Intolerant of cold,Intolerant of cold <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a7026a6e-b319-11eb-82fd-1e003a340631,,271823003,Tachypnea,Tachypnea <since> Less than 3 days,emergency,,,duration_since,Less than 3 days,s,,,,,,
a7026b9a-b319-11eb-82fd-1e003a340631,,271823003,Tachypnea,Tachypnea <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a7026cbc-b319-11eb-82fd-1e003a340631,,271823003,Tachypnea,Tachypnea <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7026dd4-b319-11eb-82fd-1e003a340631,,271823003,Tachypnea,Tachypnea <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7027112-b319-11eb-82fd-1e003a340631,,90446007,Pruritus ani,Pruritus ani <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a702723e-b319-11eb-82fd-1e003a340631,,90446007,Pruritus ani,Pruritus ani <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7027374-b319-11eb-82fd-1e003a340631,,90446007,Pruritus ani,Pruritus ani <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7027496-b319-11eb-82fd-1e003a340631,,90446007,Pruritus ani,Pruritus ani <since> More than 1 month,worrisome,,,duration_since,More than 1 month,s,,,,,,
a70277de-b319-11eb-82fd-1e003a340631,,69192004,Brittle nails,Brittle nails <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7027900-b319-11eb-82fd-1e003a340631,,69192004,Brittle nails,Brittle nails <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7027a22-b319-11eb-82fd-1e003a340631,,69192004,Brittle nails,Brittle nails <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a7027b44-b319-11eb-82fd-1e003a340631,,69192004,Brittle nails,Brittle nails <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
a7027ea0-b319-11eb-82fd-1e003a340631,,34095006,Dehydration,Dehydration <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7027fcc-b319-11eb-82fd-1e003a340631,,34095006,Dehydration,Dehydration <since> 3 days to 7 days,worrisome,,,duration_since,3 days to 7 days,s,,,,,,
a70280e4-b319-11eb-82fd-1e003a340631,,34095006,Dehydration,Dehydration <since> 1 week to 4 weeks,emergency,,,duration_since,1 week to 4 weeks,s,,,,,,
a7028206-b319-11eb-82fd-1e003a340631,,34095006,Dehydration,Dehydration <since> More than 1 month,emergency,,,duration_since,More than 1 month,s,,,,,,
a7028544-b319-11eb-82fd-1e003a340631,,225595004,Painful defecation,Painful defecation <since> Less than 3 days,opd_managed,,,duration_since,Less than 3 days,s,,,,,,
a7028670-b319-11eb-82fd-1e003a340631,,225595004,Painful defecation,Painful defecation <since> 3 days to 7 days,opd_managed,,,duration_since,3 days to 7 days,s,,,,,,
a7028792-b319-11eb-82fd-1e003a340631,,225595004,Painful defecation,Painful defecation <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
a70288aa-b319-11eb-82fd-1e003a340631,,225595004,Painful defecation,Painful defecation <since> More than 1 month,opd_managed,,,duration_since,More than 1 month,s,,,,,,
