vig_chars,vig_words,vig_sents,vig_lab_hits,vig_diff_hits,vig_lab_dens,vig_diff_dens,gold_chars,gold_words,gold_has_eponym,gold_has_subtype,gold_has_paren,gold_comma_parts,n_options,gold_in_options,max_opt_gold_overlap,n_opts_near_gold,has_pe_section,has_tests_section,dataset,slice,case_id,y_e7_chain_fail,y_base_win_chain,y_s4_miss,journal_len,title_len
1391,192,21,1,4,0.5208333333333333,2.083333333333333,22,2,0,0,0,1,,,,,,,mcr,mcr_v2,243,1,0,1,31,47
1272,183,21,2,3,1.092896174863388,1.639344262295082,15,1,0,0,0,1,,,,,,,mcr,mcr_v2,244,1,0,0,29,73
1550,224,23,1,2,0.4464285714285714,0.8928571428571428,25,3,0,0,0,1,,,,,,,mcr,mcr_v2,245,1,1,0,45,110
1708,234,18,3,4,1.282051282051282,1.7094017094017095,15,1,0,0,0,1,,,,,,,mcr,mcr_v2,246,1,0,0,22,119
1462,225,18,6,4,2.666666666666667,1.7777777777777777,59,10,0,0,0,1,,,,,,,mcr,mcr_v2,247,1,0,0,24,154
2613,362,33,7,2,1.9337016574585635,0.5524861878453038,20,2,0,0,0,1,,,,,,,mcr,mcr_200b,249,1,1,0,51,137
2788,382,32,5,5,1.3089005235602094,1.3089005235602094,12,1,0,0,0,1,,,,,,,mcr,mcr_200b,250,1,1,0,26,79
1937,283,25,5,2,1.76678445229682,0.7067137809187279,33,4,0,0,0,1,,,,,,,mcr,mcr_200b,251,1,0,0,21,109
1863,277,28,3,2,1.083032490974729,0.7220216606498195,22,2,0,0,0,1,,,,,,,mcr,mcr_200b,252,0,0,0,21,80
1289,192,19,2,1,1.0416666666666665,0.5208333333333333,39,6,0,0,0,1,,,,,,,mcr,mcr_200b,254,1,0,0,24,114
983,163,18,1,0,0.6134969325153374,0.0,21,3,0,0,0,1,,,,,,,mcr,mcr_200b,257,1,1,1,45,107
1507,208,17,4,1,1.9230769230769231,0.4807692307692308,43,3,0,0,0,1,,,,,,,mcr,mcr_200b,258,1,0,0,22,103
1657,246,22,1,0,0.40650406504065045,0.0,26,3,1,0,0,1,,,,,,,mcr,mcr_200b,259,0,0,0,26,55
1976,248,22,0,1,0.0,0.4032258064516129,19,2,0,0,0,1,,,,,,,mcr,mcr_200b,260,0,0,0,16,135
2019,268,23,4,3,1.4925373134328357,1.1194029850746268,25,2,0,0,0,1,,,,,,,mcr,mcr_200b,261,1,0,0,33,127
1106,145,20,1,0,0.6896551724137931,0.0,10,1,0,0,0,1,,,,,,,mcr,mcr_200b,262,1,0,0,45,64
1881,258,27,5,4,1.937984496124031,1.550387596899225,11,1,0,0,0,1,,,,,,,mcr,mcr_200b,263,0,0,0,22,93
1673,248,27,2,3,0.8064516129032258,1.2096774193548387,26,3,0,0,0,1,,,,,,,mcr,mcr_200b,264,1,0,0,41,66
2375,316,28,2,1,0.6329113924050633,0.31645569620253167,50,7,0,0,0,1,,,,,,,mcr,mcr_200b,265,1,1,0,20,108
1425,200,18,4,5,2.0,2.5,17,2,0,0,0,1,,,,,,,mcr,mcr_200b,266,1,0,0,22,99
1889,266,29,1,4,0.37593984962406013,1.5037593984962405,15,3,0,0,0,1,,,,,,,mcr,mcr_200b,267,1,0,1,23,132
1308,171,16,1,1,0.5847953216374269,0.5847953216374269,18,2,0,0,0,1,,,,,,,mcr,mcr_200b,268,1,0,0,21,112
1998,290,22,8,4,2.7586206896551726,1.3793103448275863,15,2,0,0,0,1,,,,,,,mcr,mcr_200b,269,1,0,0,35,83
1715,262,24,3,3,1.1450381679389312,1.1450381679389312,24,3,0,0,0,1,,,,,,,mcr,mcr_200b,270,1,0,0,45,137
1285,186,17,2,4,1.0752688172043012,2.1505376344086025,29,4,0,0,0,1,,,,,,,mcr,mcr_200b,271,1,0,0,17,95
1927,277,27,5,3,1.8050541516245486,1.083032490974729,21,2,0,0,0,1,,,,,,,mcr,mcr_200b,272,1,1,1,21,83
1598,222,19,1,0,0.45045045045045046,0.0,24,3,0,0,0,1,,,,,,,mcr,mcr_200b,274,1,0,0,36,129
2165,306,25,4,2,1.3071895424836601,0.6535947712418301,16,2,0,0,0,1,,,,,,,mcr,mcr_200b,275,1,0,1,24,56
1459,217,22,3,2,1.3824884792626728,0.9216589861751152,22,3,0,0,0,1,,,,,,,mcr,mcr_200b,276,1,0,0,31,58
2127,312,24,6,4,1.9230769230769231,1.282051282051282,11,2,0,0,0,1,,,,,,,mcr,mcr_200b,277,1,0,1,22,23
2309,341,33,2,5,0.5865102639296188,1.466275659824047,18,2,0,0,0,1,,,,,,,mcr,mcr_200b,278,0,0,0,31,96
1129,174,18,0,2,0.0,1.1494252873563218,14,1,0,0,0,1,,,,,,,mcr,mcr_200b,279,1,0,0,20,78
1795,249,21,6,2,2.4096385542168677,0.8032128514056224,28,3,0,0,0,1,,,,,,,mcr,mcr_200b,280,1,1,1,16,57
2111,302,18,3,1,0.9933774834437087,0.33112582781456956,12,2,0,0,0,1,,,,,,,mcr,mcr_200b,283,0,0,0,22,47
1519,220,19,5,3,2.272727272727273,1.3636363636363635,9,1,0,0,0,1,,,,,,,mcr,mcr_200b,284,1,0,0,32,68
1578,212,22,1,1,0.4716981132075472,0.4716981132075472,15,1,0,0,0,1,,,,,,,mcr,mcr_200b,285,0,0,0,40,79
1209,177,24,3,2,1.694915254237288,1.1299435028248588,20,2,0,0,0,1,,,,,,,mcr,mcr_200b,287,1,1,1,24,103
1610,230,23,4,4,1.7391304347826086,1.7391304347826086,19,2,0,0,0,1,,,,,,,mcr,mcr_200b,288,1,0,0,49,46
1945,272,28,4,2,1.4705882352941175,0.7352941176470588,18,2,0,0,0,1,,,,,,,mcr,mcr_200b,289,0,0,0,31,127
2528,366,30,4,0,1.092896174863388,0.0,32,3,0,0,0,1,,,,,,,mcr,mcr_200b,290,1,0,0,21,64
1520,218,17,2,4,0.9174311926605505,1.834862385321101,25,3,0,0,0,1,,,,,,,mcr,mcr_200b,291,1,0,0,21,98
1254,177,18,3,1,1.694915254237288,0.5649717514124294,30,4,0,0,0,1,,,,,,,mcr,mcr_200b,292,1,0,0,27,151
1766,246,19,0,3,0.0,1.2195121951219512,15,1,0,0,0,1,,,,,,,mcr,mcr_200b,293,1,0,0,32,54
1334,194,18,2,3,1.0309278350515463,1.5463917525773196,47,6,0,0,0,1,,,,,,,mcr,mcr_200b,294,1,1,1,30,171
1994,287,23,5,3,1.7421602787456445,1.0452961672473868,21,2,0,0,0,1,,,,,,,mcr,mcr_200b,295,1,1,0,32,48
1642,251,23,3,6,1.1952191235059761,2.3904382470119523,16,2,0,0,0,1,,,,,,,mcr,mcr_200b,296,1,0,0,29,70
1750,241,24,2,0,0.8298755186721992,0.0,19,3,0,0,0,1,,,,,,,mcr,mcr_200b,297,1,0,0,17,103
1030,154,17,2,0,1.2987012987012987,0.0,13,2,0,0,0,1,,,,,,,mcr,mcr_200b,298,1,0,0,30,55
1383,198,24,4,3,2.0202020202020203,1.5151515151515151,25,2,0,0,0,1,,,,,,,mcr,mcr_200b,299,1,0,0,17,59
1223,176,18,1,1,0.5681818181818182,0.5681818181818182,9,1,0,0,0,1,,,,,,,mcr,mcr_200b,300,1,0,0,31,82
2176,334,27,2,6,0.5988023952095809,1.7964071856287425,21,3,0,0,0,1,,,,,,,mcr,mcr_200b,301,1,0,0,32,82
1729,266,28,4,1,1.5037593984962405,0.37593984962406013,16,2,0,0,0,1,,,,,,,mcr,mcr_200b,302,1,1,1,42,89
2391,343,31,3,3,0.8746355685131195,0.8746355685131195,17,1,0,0,0,1,,,,,,,mcr,mcr_200b,303,1,0,0,31,114
1433,222,21,1,5,0.45045045045045046,2.2522522522522523,17,2,0,0,0,1,,,,,,,mcr,mcr_200b,305,0,0,0,122,68
2413,336,26,8,3,2.380952380952381,0.8928571428571428,29,2,0,0,0,1,,,,,,,mcr,mcr_200b,306,1,0,0,29,110
1321,199,18,5,1,2.512562814070352,0.5025125628140703,9,1,0,0,0,1,,,,,,,mcr,mcr_200b,307,1,0,0,32,91
1266,180,15,1,0,0.5555555555555556,0.0,27,3,0,0,0,1,,,,,,,mcr,mcr_200b,308,1,0,0,30,76
2084,318,24,1,4,0.3144654088050315,1.257861635220126,14,2,0,0,0,1,,,,,,,mcr,mcr_200b,309,1,0,0,16,86
1696,253,18,1,4,0.3952569169960474,1.5810276679841897,33,1,0,0,0,1,,,,,,,mcr,mcr_200b,310,1,0,1,17,76
2311,330,28,6,3,1.8181818181818181,0.9090909090909091,18,2,0,0,0,1,,,,,,,mcr,mcr_200b,311,1,0,0,35,75
1908,274,20,3,3,1.094890510948905,1.094890510948905,19,2,0,0,0,1,,,,,,,mcr,mcr_200b,312,1,0,0,31,83
1887,295,23,1,4,0.3389830508474576,1.3559322033898304,8,1,0,0,0,1,,,,,,,mcr,mcr_200b,313,0,0,0,26,113
2539,353,22,3,3,0.84985835694051,0.84985835694051,30,3,0,0,0,1,,,,,,,mcr,mcr_200b,314,1,0,0,30,158
2195,311,25,2,4,0.6430868167202572,1.2861736334405145,35,4,0,0,0,1,,,,,,,mcr,mcr_200b,315,1,0,0,27,165
1441,211,18,1,2,0.47393364928909953,0.9478672985781991,40,4,0,0,0,1,,,,,,,mcr,mcr_200b,316,1,0,0,46,90
1488,217,20,3,0,1.3824884792626728,0.0,23,2,0,0,0,1,,,,,,,mcr,mcr_200b,317,0,0,0,29,171
1879,272,22,2,3,0.7352941176470588,1.1029411764705883,36,5,0,0,0,1,,,,,,,mcr,mcr_200b,318,0,0,0,22,117
1796,262,25,3,0,1.1450381679389312,0.0,12,1,0,0,0,1,,,,,,,mcr,mcr_200b,319,1,0,0,18,63
2042,300,24,6,1,2.0,0.33333333333333337,20,3,1,0,0,1,,,,,,,mcr,mcr_200b,320,0,0,0,22,132
1817,246,22,0,1,0.0,0.40650406504065045,15,1,0,0,0,1,,,,,,,mcr,mcr_200b,321,0,0,0,19,103
2694,378,27,1,2,0.26455026455026454,0.5291005291005291,19,2,0,0,0,1,,,,,,,mcr,mcr_200b,322,1,1,0,31,104
1714,268,17,7,2,2.6119402985074625,0.7462686567164178,29,5,0,0,0,1,,,,,,,mcr,mcr_200b,323,1,0,1,45,75
2060,308,27,5,2,1.6233766233766231,0.6493506493506493,58,8,0,0,0,1,,,,,,,mcr,mcr_200b,324,1,0,0,31,63
1965,289,25,1,2,0.34602076124567477,0.6920415224913495,11,1,0,0,0,1,,,,,,,mcr,mcr_200b,326,1,1,1,31,100
2144,320,27,5,5,1.5625,1.5625,31,2,0,0,0,1,,,,,,,mcr,mcr_200b,327,0,0,0,24,91
1528,226,19,6,2,2.6548672566371683,0.8849557522123894,21,2,0,0,0,1,,,,,,,mcr,mcr_200b,328,0,0,0,45,71
2490,354,26,3,5,0.847457627118644,1.4124293785310735,12,2,0,0,0,1,,,,,,,mcr,mcr_200b,329,1,1,1,32,128
2654,383,32,4,5,1.0443864229765014,1.3054830287206265,23,3,0,0,0,1,,,,,,,mcr,mcr_200b,330,1,0,0,17,120
1587,244,23,2,2,0.819672131147541,0.819672131147541,18,2,0,0,0,1,,,,,,,mcr,mcr_200b,331,1,0,0,21,73
1999,297,28,3,0,1.0101010101010102,0.0,31,4,0,0,0,1,,,,,,,mcr,mcr_200b,332,0,0,0,31,79
1572,214,17,0,7,0.0,3.2710280373831773,13,1,0,0,0,1,,,,,,,mcr,mcr_200b,333,1,0,0,22,85
1676,243,26,4,4,1.646090534979424,1.646090534979424,44,4,0,0,0,1,,,,,,,mcr,mcr_200b,334,0,0,0,14,132
1737,233,23,3,0,1.2875536480686696,0.0,18,3,0,0,0,1,,,,,,,mcr,mcr_200b,335,0,0,0,31,105
2076,313,34,4,1,1.2779552715654952,0.3194888178913738,20,2,0,0,0,1,,,,,,,mcr,mcr_200b,336,0,0,0,29,69
2101,331,26,4,4,1.2084592145015105,1.2084592145015105,28,4,0,0,0,1,,,,,,,mcr,mcr_200b,337,1,0,0,8,63
1851,273,19,1,1,0.3663003663003663,0.3663003663003663,10,1,0,0,0,1,,,,,,,mcr,mcr_200b,338,1,0,0,23,60
1673,248,17,8,3,3.225806451612903,1.2096774193548387,21,3,0,0,0,1,,,,,,,mcr,mcr_200b,339,0,0,0,16,116
1299,190,20,4,3,2.1052631578947367,1.5789473684210527,35,3,0,0,0,1,,,,,,,mcr,mcr_200b,340,1,1,0,13,49
1533,230,22,3,0,1.3043478260869565,0.0,29,4,0,0,0,1,,,,,,,mcr,mcr_200b,341,1,0,0,21,75
1370,197,25,2,4,1.015228426395939,2.030456852791878,20,3,0,0,0,1,,,,,,,mcr,mcr_200b,342,1,0,0,30,69
1734,248,22,2,3,0.8064516129032258,1.2096774193548387,18,1,0,0,0,1,,,,,,,mcr,mcr_200b,343,1,0,0,24,137
1332,185,16,2,9,1.0810810810810811,4.864864864864865,11,1,0,0,0,1,,,,,,,mcr,mcr_200b,344,1,1,1,17,69
1708,254,22,4,0,1.574803149606299,0.0,55,5,0,1,0,1,,,,,,,mcr,mcr_200b,345,1,1,1,29,166
1327,195,22,0,0,0.0,0.0,37,3,0,0,0,1,,,,,,,mcr,mcr_200b,346,0,0,0,21,128
1941,273,19,2,3,0.7326007326007326,1.098901098901099,27,3,0,0,0,1,,,,,,,mcr,mcr_200b,347,1,0,0,32,94
1445,201,15,1,7,0.4975124378109453,3.482587064676617,16,2,0,0,0,1,,,,,,,mcr,mcr_200b,348,0,0,0,26,56
958,152,15,0,2,0.0,1.3157894736842104,17,1,0,0,0,1,,,,,,,mcr,mcr_200b,349,1,0,0,104,47
1587,238,22,4,6,1.680672268907563,2.5210084033613445,24,2,0,0,0,1,,,,,,,mcr,mcr_200b,352,1,0,0,31,56
1475,223,22,7,1,3.1390134529147984,0.4484304932735426,23,3,0,0,0,1,,,,,,,mcr,mcr_200b,353,1,0,0,18,71
1240,183,18,2,2,1.092896174863388,1.092896174863388,29,3,0,0,0,1,,,,,,,mcr,mcr_200b,354,1,0,0,45,95
2376,334,26,4,3,1.1976047904191618,0.8982035928143712,31,2,0,0,0,1,,,,,,,mcr,mcr_200b,355,1,1,1,35,98
1259,185,17,5,3,2.7027027027027026,1.6216216216216217,16,2,0,0,0,1,,,,,,,mcr,mcr_200b,356,1,0,0,24,63
1442,199,21,3,0,1.507537688442211,0.0,12,1,0,0,0,1,,,,,,,mcr,mcr_200b,357,1,0,0,46,63
2270,311,23,3,6,0.964630225080386,1.929260450160772,22,3,0,0,0,1,,,,,,,mcr,mcr_200b,358,1,0,0,22,82
1517,217,20,1,2,0.4608294930875576,0.9216589861751152,20,3,0,0,0,1,,,,,,,mcr,mcr_200b,359,1,0,0,23,121
2204,314,21,6,1,1.910828025477707,0.3184713375796179,28,3,0,0,0,1,,,,,,,mcr,mcr_200b,361,1,0,1,18,153
1466,205,16,3,1,1.4634146341463417,0.4878048780487805,26,2,0,0,0,1,,,,,,,mcr,mcr_200b,362,1,1,0,35,61
1767,261,25,3,0,1.1494252873563218,0.0,31,3,0,0,0,1,,,,,,,mcr,mcr_200b,363,1,0,0,21,83
1521,213,31,6,2,2.8169014084507045,0.9389671361502347,28,3,0,0,0,1,,,,,,,mcr,mcr_200b,364,1,1,1,26,47
1964,298,27,2,6,0.6711409395973155,2.013422818791946,22,3,0,0,0,1,,,,,,,mcr,mcr_200b,365,0,0,0,45,65
2504,362,36,0,0,0.0,0.0,26,2,0,0,0,1,,,,,,,mcr,mcr_200b,367,1,1,0,40,73
1429,208,20,2,3,0.9615384615384616,1.4423076923076923,13,1,0,0,0,1,,,,,,,mcr,mcr_200b,368,1,0,0,30,73
1558,226,18,3,0,1.3274336283185841,0.0,28,3,0,0,0,1,,,,,,,mcr,mcr_200b,369,0,0,0,24,134
1160,180,17,1,8,0.5555555555555556,4.444444444444445,14,1,0,0,0,1,,,,,,,mcr,mcr_200b,370,0,0,0,35,57
1433,206,18,4,3,1.9417475728155338,1.4563106796116505,11,1,0,0,0,1,,,,,,,mcr,mcr_200b,371,1,0,0,35,94
1194,173,17,0,5,0.0,2.8901734104046244,14,1,0,0,0,1,,,,,,,mcr,mcr_200b,372,1,0,0,50,55
1545,212,16,0,2,0.0,0.9433962264150944,11,1,0,0,0,1,,,,,,,mcr,mcr_200b,373,0,0,0,29,77
1283,190,21,5,2,2.631578947368421,1.0526315789473684,32,3,0,0,0,1,,,,,,,mcr,mcr_200b,374,0,0,0,24,100
1694,229,19,3,3,1.3100436681222707,1.3100436681222707,19,2,0,0,0,1,,,,,,,mcr,mcr_200b,375,1,0,0,37,70
2219,334,30,4,1,1.1976047904191618,0.29940119760479045,23,2,0,0,0,1,,,,,,,mcr,mcr_200b,376,1,1,0,21,51
1760,261,18,0,1,0.0,0.38314176245210724,25,3,0,0,0,1,,,,,,,mcr,mcr_200b,377,1,0,0,45,101
1752,255,18,0,4,0.0,1.5686274509803921,26,3,0,0,0,1,,,,,,,mcr,mcr_200b,378,0,0,0,21,104
1527,226,22,3,7,1.3274336283185841,3.0973451327433628,18,1,0,0,0,1,,,,,,,mcr,mcr_200b,379,1,0,0,31,92
1452,204,20,1,0,0.49019607843137253,0.0,6,1,0,0,0,1,,,,,,,mcr,mcr_200b,381,1,1,1,30,64
1699,254,20,0,5,0.0,1.968503937007874,21,3,0,0,0,1,,,,,,,mcr,mcr_200b,382,1,0,0,46,63
1528,229,23,1,5,0.43668122270742354,2.1834061135371177,33,3,0,0,0,1,,,,,,,mcr,mcr_200b,383,1,1,1,30,37
2612,373,28,5,4,1.3404825737265416,1.0723860589812333,26,3,0,0,0,1,,,,,,,mcr,mcr_200b,384,1,0,1,22,128
1028,150,18,2,0,1.3333333333333335,0.0,39,5,0,0,0,1,,,,,,,mcr,mcr_200b,385,1,0,0,24,94
1280,179,19,4,0,2.2346368715083798,0.0,14,1,0,0,0,1,,,,,,,mcr,mcr_200b,386,0,0,0,31,53
1819,263,22,3,0,1.1406844106463878,0.0,29,3,0,0,0,1,,,,,,,mcr,mcr_200b,387,1,0,1,11,125
1431,210,17,4,3,1.9047619047619049,1.4285714285714286,19,1,0,0,0,1,,,,,,,mcr,mcr_200b,388,1,1,1,23,124
2491,329,29,5,6,1.5197568389057752,1.82370820668693,18,2,0,0,0,1,,,,,,,mcr,mcr_200b,389,1,0,0,45,95
1623,229,17,2,4,0.8733624454148471,1.7467248908296942,21,2,0,0,0,1,,,,,,,mcr,mcr_200b,390,1,0,0,36,98
1637,240,18,1,5,0.4166666666666667,2.083333333333333,22,3,0,0,0,1,,,,,,,mcr,mcr_200b,391,1,0,0,30,49
1241,183,18,3,3,1.639344262295082,1.639344262295082,26,3,0,0,0,1,,,,,,,mcr,mcr_200b,392,1,0,0,21,66
1817,255,23,1,6,0.39215686274509803,2.3529411764705883,12,1,0,0,0,1,,,,,,,mcr,mcr_200b,393,1,0,0,17,29
2230,331,29,6,2,1.812688821752266,0.6042296072507553,24,3,0,0,0,1,,,,,,,mcr,mcr_200b,394,1,0,0,31,113
1417,214,20,2,0,0.9345794392523363,0.0,15,2,0,0,0,1,,,,,,,mcr,mcr_200b,395,1,1,1,45,91
2768,418,26,4,2,0.9569377990430622,0.4784688995215311,20,2,0,0,0,1,,,,,,,mcr,mcr_200b,396,0,0,0,28,154
1550,241,29,2,1,0.8298755186721992,0.4149377593360996,51,5,0,0,0,1,,,,,,,mcr,mcr_200b,397,1,0,1,40,106
1001,144,17,0,0,0.0,0.0,16,1,0,0,0,1,,,,,,,mcr,mcr_200b,399,1,0,0,31,78
2362,320,22,7,1,2.1875,0.3125,38,4,0,0,0,1,,,,,,,mcr,mcr_200b,401,1,0,0,21,98
1614,229,17,4,7,1.7467248908296942,3.056768558951965,40,4,0,0,0,1,,,,,,,mcr,mcr_200b,402,1,0,0,27,48
2898,401,28,7,4,1.7456359102244388,0.997506234413965,46,7,0,0,0,1,,,,,,,mcr,mcr_200b,403,1,0,0,22,99
1958,266,31,4,0,1.5037593984962405,0.0,16,2,0,0,0,1,,,,,,,mcr,mcr_200b,405,1,0,0,24,90
1814,272,25,1,4,0.3676470588235294,1.4705882352941175,21,3,1,0,0,1,,,,,,,mcr,mcr_200b,406,0,0,0,29,125
2167,315,27,5,4,1.5873015873015872,1.2698412698412698,19,2,0,0,0,1,,,,,,,mcr,mcr_200b,407,0,0,0,45,133
1284,181,17,1,3,0.5524861878453038,1.6574585635359116,19,2,0,0,0,1,,,,,,,mcr,mcr_200b,408,1,0,0,39,123
2615,391,32,8,0,2.0460358056265986,0.0,32,3,0,0,0,1,,,,,,,mcr,mcr_200b,409,1,0,0,21,105
2493,362,30,7,2,1.9337016574585635,0.5524861878453038,47,7,0,0,0,1,,,,,,,mcr,mcr_200b,410,0,0,0,21,54
1997,287,24,0,2,0.0,0.6968641114982579,19,1,0,0,0,1,,,,,,,mcr,mcr_200b,411,1,0,1,29,99
1755,246,20,0,1,0.0,0.40650406504065045,28,3,0,0,0,1,,,,,,,mcr,mcr_200b,412,0,0,0,36,120
1635,233,17,2,0,0.8583690987124464,0.0,10,1,0,0,0,1,,,,,,,mcr,mcr_200b,413,1,0,0,32,112
1774,265,21,3,5,1.1320754716981132,1.8867924528301887,32,3,0,0,0,1,,,,,,,mcr,mcr_200b,414,1,0,0,36,92
1408,199,21,4,0,2.0100502512562812,0.0,10,1,0,0,0,1,,,,,,,mcr,mcr_200b,415,1,0,0,32,111
1484,217,15,1,5,0.4608294930875576,2.3041474654377883,15,1,0,0,0,1,,,,,,,mcr,mcr_200b,416,0,0,0,45,81
2239,321,29,2,1,0.6230529595015576,0.3115264797507788,11,1,0,0,0,1,,,,,,,mcr,mcr_200b,418,0,0,0,36,105
1236,168,18,2,0,1.1904761904761905,0.0,63,7,0,0,0,1,,,,,,,mcr,mcr_200b,419,1,0,0,7,181
1755,254,20,4,3,1.574803149606299,1.1811023622047243,14,1,0,0,0,1,,,,,,,mcr,mcr_200b,420,1,0,0,28,130
1308,188,19,9,1,4.787234042553192,0.5319148936170213,10,1,0,0,0,1,,,,,,,mcr,mcr_200b,423,1,0,0,21,58
2312,319,31,7,3,2.19435736677116,0.9404388714733543,36,3,0,0,0,1,,,,,,,mcr,mcr_200b,424,1,1,0,24,173
1390,200,21,1,0,0.5,0.0,22,3,0,0,0,1,,,,,,,mcr,mcr_200b,426,1,0,0,16,203
2430,338,31,3,3,0.8875739644970414,0.8875739644970414,19,3,0,0,0,1,,,,,,,mcr,mcr_200b,428,1,0,0,26,61
1519,227,16,0,0,0.0,0.0,18,2,0,0,0,1,,,,,,,mcr,mcr_200b,430,1,1,1,24,123
2099,312,23,6,1,1.9230769230769231,0.3205128205128205,36,3,0,0,0,1,,,,,,,mcr,mcr_200b,431,1,0,1,7,130
1586,251,21,1,3,0.398406374501992,1.1952191235059761,40,4,0,0,0,1,,,,,,,mcr,mcr_200b,432,0,0,0,17,57
1731,243,26,7,0,2.880658436213992,0.0,25,2,0,0,0,1,,,,,,,mcr,mcr_200b,434,1,0,1,24,48
1523,225,21,2,1,0.8888888888888888,0.4444444444444444,13,1,0,0,0,1,,,,,,,mcr,mcr_200b,435,1,0,0,25,114
1966,281,23,6,3,2.135231316725979,1.0676156583629894,21,3,0,0,0,1,,,,,,,mcr,mcr_200b,436,1,1,1,24,88
2686,365,21,3,1,0.821917808219178,0.273972602739726,24,2,0,0,0,1,,,,,,,mcr,mcr_200b,437,1,0,0,26,66
1952,281,18,5,1,1.7793594306049825,0.3558718861209964,43,4,0,0,0,1,,,,,,,mcr,mcr_200b,438,1,1,0,24,75
1517,218,21,3,1,1.3761467889908259,0.45871559633027525,19,2,0,0,0,1,,,,,,,mcr,mcr_200b,441,0,0,0,30,68
1873,294,22,0,4,0.0,1.3605442176870748,33,3,0,0,0,1,,,,,,,mcr,mcr_200b,442,1,0,0,17,56
1494,222,16,4,8,1.8018018018018018,3.6036036036036037,7,1,0,0,0,1,,,,,,,mcr,mcr_200b,443,1,0,0,18,110
1594,225,17,1,2,0.4444444444444444,0.8888888888888888,29,3,0,0,0,1,,,,,,,mcr,mcr_200b,444,0,0,0,17,62
1501,213,15,0,4,0.0,1.8779342723004695,13,1,0,0,0,1,,,,,,,mcr,mcr_200b,445,1,0,0,21,37
2299,343,34,8,1,2.3323615160349855,0.2915451895043732,35,3,0,0,0,1,,,,,,,mcr,mcr_200b,448,0,0,0,13,119
2011,288,23,2,3,0.6944444444444444,1.0416666666666665,17,2,0,0,0,1,,,,,,,mcr,mcr_200b,450,1,0,0,58,72
1572,210,22,3,1,1.4285714285714286,0.4761904761904762,28,2,0,0,0,1,,,,,,,mcr,mcr_200b,451,1,0,1,45,58
1599,250,18,0,4,0.0,1.6,12,1,0,0,0,1,,,,,,,mcr,mcr_200b,452,1,0,0,30,61
972,143,15,1,1,0.6993006993006993,0.6993006993006993,13,1,0,0,0,1,,,,,,,mcr,mcr_200b,453,1,0,0,23,63
1435,207,21,3,1,1.4492753623188406,0.4830917874396135,30,3,0,0,0,1,,,,,,,mcr,mcr_200b,454,0,0,0,45,98
2381,339,24,4,4,1.1799410029498525,1.1799410029498525,17,2,0,0,0,1,,,,,,,mcr,mcr_200b,455,1,0,0,41,114
2112,303,25,4,4,1.3201320132013201,1.3201320132013201,23,2,0,0,0,1,,,,,,,mcr,mcr_200b,456,1,1,0,23,125
1667,242,20,2,4,0.8264462809917356,1.6528925619834711,13,2,0,0,0,1,,,,,,,mcr,mcr_200b,457,1,0,0,32,42
2199,294,25,5,4,1.7006802721088436,1.3605442176870748,24,1,0,0,0,1,,,,,,,mcr,mcr_200b,458,1,1,1,22,79
2083,309,19,4,1,1.2944983818770228,0.3236245954692557,20,2,0,0,0,1,,,,,,,mcr,mcr_200b,459,1,0,0,45,122
2361,347,27,1,4,0.2881844380403458,1.1527377521613833,15,1,0,0,0,1,,,,,,,mcr,mcr_200b,460,1,0,0,51,93
2095,303,29,5,3,1.65016501650165,0.9900990099009901,21,3,0,0,0,1,,,,,,,mcr,mcr_200b,461,1,0,0,35,119
1601,228,21,3,2,1.3157894736842104,0.8771929824561403,23,2,0,0,0,1,,,,,,,mcr,mcr_200b,463,1,0,0,31,78
1604,248,22,3,3,1.2096774193548387,1.2096774193548387,34,4,0,0,0,1,,,,,,,mcr,mcr_200b,464,0,0,0,19,102
1359,208,19,0,0,0.0,0.0,31,4,0,0,0,1,,,,,,,mcr,mcr_200b,465,1,0,0,31,75
1805,261,21,1,6,0.38314176245210724,2.2988505747126435,32,4,0,0,0,1,,,,,,,mcr,mcr_200b,466,1,0,1,32,79
1593,239,21,0,0,0.0,0.0,27,3,0,0,0,1,,,,,,,mcr,mcr_200b,467,0,0,0,34,84
3357,458,38,5,0,1.0917030567685588,0.0,27,2,0,0,0,1,,,,,,,mcr,mcr_200b,468,1,0,0,29,120
2074,301,23,0,6,0.0,1.9933554817275747,20,3,0,0,0,1,,,,,,,mcr,mcr_200b,469,1,1,1,29,80
2157,316,31,0,1,0.0,0.31645569620253167,18,3,0,0,0,1,,,,,,,mcr,mcr_200b,470,1,1,1,46,97
1608,237,30,7,4,2.9535864978902953,1.6877637130801686,28,4,0,0,0,1,,,,,,,mcr,mcr_200b,471,1,0,0,17,61
848,113,15,1,1,0.8849557522123894,0.8849557522123894,19,1,0,0,0,1,,,,,,,mcr,mcr_200b,473,1,0,1,23,63
1193,173,20,3,0,1.7341040462427744,0.0,16,2,0,0,0,1,,,,,,,mcr,mcr_200b,474,1,0,0,22,102
1691,256,18,2,4,0.78125,1.5625,25,3,0,0,0,1,,,,,,,mcr,mcr_200b,475,1,0,0,22,132
1203,181,19,4,3,2.209944751381215,1.6574585635359116,16,2,0,0,0,1,,,,,,,mcr,mcr_200b,477,1,0,1,36,84
1983,269,25,5,1,1.858736059479554,0.37174721189591076,15,2,0,0,0,1,,,,,,,mcr,mcr_200b,478,1,0,0,16,89
