dataset,slice,case_id,gold,layer,e7_fail_code,e7_locus,APHHM_fail_code,vig_chars,vig_words,vig_sents,vig_lab_hits,vig_diff_hits,vig_lab_dens,vig_diff_dens,vig_histo_dens,vig_imaging_dens,vig_course_dens,vig_histo_hits,vig_imaging_hits,gold_chars,gold_words,gold_has_eponym,gold_has_subtype,gold_has_paren,gold_comma_parts,n_options,gold_in_options,max_opt_gold_overlap,n_opts_near_gold,n_option_near_pairs,max_distractor_gold_jaccard,champion_option_echo,e7_s2_n,e7_s3_n,e7_s2_rank_gold,e7_s2_near_n,e7_s3_near_n,e7_champ_gold_jaccard,e7_mapper_rescue,e7_correct,B06_correct,B07_correct
mcr,mcr_200b,317,Cryptococcal meningitis,,ok,ok,na,1488,217,20,3,0,1.3824884792626728,0.0,0.0,0.9216589861751152,2.7649769585253456,0,2,23,2,0,0,0,1,0,,,,0,0.0,,47.0,5.0,1.0,1.0,0.0,1.0,0,1,1,1
mcr,mcr_200b,318,Multiple endocrine neoplasia type 2A,,ok,ok,na,1879,272,22,2,3,0.7352941176470588,1.1029411764705883,0.0,0.36764705882352944,1.838235294117647,0,1,36,5,0,0,0,1,0,,,,0,0.0,,48.0,5.0,3.0,1.0,1.0,1.0,0,1,1,1
mcr,mcr_200b,319,Osteosarcoma,,s2_miss,s2_miss,na,1796,262,25,3,0,1.1450381679389312,0.0,0.0,0.7633587786259542,1.9083969465648856,0,2,12,1,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,320,May-Thurner syndrome,,ok,ok,na,2042,300,24,6,1,2.0,0.33333333333333337,0.0,1.0,3.0,0,3,20,3,1,0,0,1,0,,,,0,0.0,,51.0,5.0,2.0,17.0,2.0,1.0,0,1,0,1
mcr,mcr_200b,321,Myofibromatosis,all_miss_but_recalled,s4_hit_judge_miss,s4_hit_judge_miss,na,1817,246,22,0,1,0.0,0.40650406504065045,0.0,0.0,1.6260162601626016,0,0,15,1,0,0,0,1,0,,,,0,0.0,,53.0,5.0,2.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,322,Factitious disorder,base_win_recall,s2_miss,s2_miss,na,2694,378,27,1,2,0.26455026455026454,0.5291005291005291,0.26455026455026454,0.0,1.8518518518518519,1,0,19,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,0.0,0.0,0.0,0,0,1,1
mcr,mcr_200b,323,diffuse large B-cell lymphoma,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1714,268,17,7,2,2.6119402985074625,0.7462686567164178,0.373134328358209,0.746268656716418,1.492537313432836,1,2,29,5,0,0,0,1,0,,,,0,0.0,,53.0,5.0,4.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,324,COVID-19-associated acute and transient psychotic disorder,,s2_miss,s2_miss,na,2060,308,27,5,2,1.6233766233766231,0.6493506493506493,0.0,0.6493506493506493,1.948051948051948,0,2,58,8,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,7.0,1.0,0.125,1,1,1,1
mcr,mcr_200b,326,Brucellosis,,rationale_overfit,s3_hit_s4_miss,na,1965,289,25,1,2,0.34602076124567477,0.6920415224913495,0.0,0.3460207612456747,2.422145328719723,0,1,11,1,0,0,0,1,0,,,,0,0.0,,52.0,5.0,3.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,327,dermatofibrosarcoma protuberans,all_miss_but_recalled,s4_hit_judge_miss,s4_hit_judge_miss,na,2144,320,27,5,5,1.5625,1.5625,0.3125,0.9375,1.5625,1,3,31,2,0,0,0,1,0,,,,0,0.0,,48.0,5.0,5.0,0.0,0.0,0.5,0,0,0,0
mcr,mcr_200b,328,Necrotizing fasciitis,,ok,ok,na,1528,226,19,6,2,2.6548672566371683,0.8849557522123894,0.0,1.7699115044247788,2.6548672566371683,0,4,21,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,1.0,0.0,0.0,1.0,0,1,1,1
mcr,mcr_200b,329,urachal cyst,base_win_rank,near_synonym_prefer,s3_hit_s4_miss,na,2490,354,26,3,5,0.847457627118644,1.4124293785310735,0.0,0.5649717514124294,2.542372881355932,0,2,12,2,0,0,0,1,0,,,,0,0.0,,54.0,5.0,12.0,3.0,2.0,0.333,0,0,1,0
mcr,mcr_200b,330,Squamous cell carcinoma,,s2_miss,s2_miss,na,2654,383,32,4,5,1.0443864229765014,1.3054830287206265,0.26109660574412535,1.566579634464752,2.349869451697128,1,6,23,3,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,331,tumoral calcinosis,,s2_miss,s2_miss,na,1587,244,23,2,2,0.819672131147541,0.819672131147541,0.0,1.2295081967213115,1.639344262295082,0,3,18,2,0,0,0,1,0,,,,0,0.0,,46.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,332,cesarean scar ectopic pregnancy,,ok,ok,na,1999,297,28,3,0,1.0101010101010102,0.0,0.0,1.0101010101010102,2.0202020202020203,0,3,31,4,0,0,0,1,0,,,,0,0.0,,46.0,5.0,1.0,16.0,3.0,1.0,0,1,1,1
mcr,mcr_200b,333,Pilomatrixoma,,s2_miss,s2_miss,na,1572,214,17,0,7,0.0,3.2710280373831773,0.0,0.0,1.4018691588785046,0,0,13,1,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,334,Posterior reversible encephalopathy syndrome,,ok,ok,na,1676,243,26,4,4,1.646090534979424,1.646090534979424,0.0,0.411522633744856,0.411522633744856,0,1,44,4,0,0,0,1,0,,,,0,0.0,,48.0,5.0,2.0,16.0,3.0,0.8,0,1,1,1
mcr,mcr_200b,335,Drug-induced lupus,,ok,ok,na,1737,233,23,3,0,1.2875536480686696,0.0,1.2875536480686696,0.4291845493562232,2.1459227467811157,3,1,18,3,0,0,0,1,0,,,,0,0.0,,51.0,5.0,15.0,5.0,1.0,0.75,0,1,0,1
mcr,mcr_200b,336,Subacute thyroiditis,,ok,ok,na,2076,313,34,4,1,1.2779552715654952,0.3194888178913738,0.0,0.6389776357827476,2.5559105431309903,0,2,20,2,0,0,0,1,0,,,,0,0.0,,54.0,5.0,1.0,6.0,4.0,1.0,0,1,1,1
mcr,mcr_200b,337,Tubo-ovarian complex torsion,,s2_miss,s2_miss,na,2101,331,26,4,4,1.2084592145015105,1.2084592145015105,0.0,0.6042296072507553,3.323262839879154,0,2,28,4,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,18.0,4.0,0.5,0,0,0,0
mcr,mcr_200b,338,filariasis,,s2_miss,s2_miss,na,1851,273,19,1,1,0.3663003663003663,0.3663003663003663,0.0,0.7326007326007326,1.8315018315018314,0,2,10,1,0,0,0,1,0,,,,0,0.0,,53.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,339,lingual thyroid gland,,ok,ok,na,1673,248,17,8,3,3.225806451612903,1.2096774193548387,0.0,2.8225806451612905,1.6129032258064515,0,7,21,3,0,0,0,1,0,,,,0,0.0,,48.0,5.0,1.0,17.0,1.0,1.0,0,1,1,1
mcr,mcr_200b,340,retropharyngeal calcific tendinitis,,s2_miss,s2_miss,na,1299,190,20,4,3,2.1052631578947367,1.5789473684210527,0.0,2.1052631578947367,2.1052631578947367,0,4,35,3,0,0,0,1,0,,,,0,0.0,,46.0,5.0,,9.0,3.0,0.286,1,1,1,1
mcr,mcr_200b,341,acute motor axonal neuropathy,,s2_miss,s2_miss,na,1533,230,22,3,0,1.3043478260869565,0.0,0.0,2.1739130434782608,3.9130434782608696,0,5,29,4,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,14.0,1.0,0.143,0,0,0,0
mcr,mcr_200b,342,Brown bowel syndrome,,s2_miss,s2_miss,na,1370,197,25,2,4,1.015228426395939,2.030456852791878,0.0,0.5076142131979695,5.0761421319796955,0,1,20,3,0,0,0,1,0,,,,0,0.0,,45.0,5.0,,9.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,343,CardiacSarcoidosis,,s2_miss,s2_miss,na,1734,248,22,2,3,0.8064516129032258,1.2096774193548387,0.4032258064516129,0.4032258064516129,2.4193548387096775,1,1,18,1,0,0,0,1,0,,,,0,0.0,,52.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,344,sarcoidosis,base_win_rank,rationale_overfit,s3_hit_s4_miss,na,1332,185,16,2,9,1.0810810810810811,4.864864864864865,0.0,1.0810810810810811,3.7837837837837838,0,2,11,1,0,0,0,1,0,,,,0,0.0,,50.0,5.0,1.0,0.0,0.0,0.0,0,0,1,1
mcr,mcr_200b,345,Hereditary hypophosphatemic rickets with hypercalciuria,all_miss_but_recalled,near_synonym_prefer,s3_hit_s4_miss,na,1708,254,22,4,0,1.574803149606299,0.0,0.0,1.5748031496062993,0.7874015748031497,0,4,55,5,0,1,0,1,0,,,,0,0.0,,49.0,5.0,4.0,6.0,2.0,0.5,0,0,0,0
mcr,mcr_200b,346,myxoinflammatory fibroblastic sarcoma,e7_win_recall,ok,ok,na,1327,195,22,0,0,0.0,0.0,0.0,0.0,2.5641025641025643,0,0,37,3,0,0,0,1,0,,,,0,0.0,,44.0,5.0,17.0,7.0,0.0,0.75,0,1,0,0
mcr,mcr_200b,347,sellar cavernous hemangioma,,s2_miss,s2_miss,na,1941,273,19,2,3,0.7326007326007326,1.098901098901099,0.0,1.098901098901099,2.197802197802198,0,3,27,3,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,14.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,348,complex odontoma,,ok,ok,na,1445,201,15,1,7,0.4975124378109453,3.482587064676617,0.4975124378109453,0.0,1.9900497512437811,1,0,16,2,0,0,0,1,0,,,,0,0.0,,47.0,5.0,1.0,1.0,0.0,1.0,0,1,1,1
mcr,mcr_200b,349,phaeohyphomycosis,,s2_miss,s2_miss,na,958,152,15,0,2,0.0,1.3157894736842104,0.0,0.0,1.9736842105263157,0,0,17,1,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,352,mucoepidermoid carcinoma,,s2_miss,s2_miss,na,1587,238,22,4,6,1.680672268907563,2.5210084033613445,0.0,1.2605042016806722,2.100840336134454,0,3,24,2,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,11.0,4.0,0.25,0,0,0,0
mcr,mcr_200b,353,squamous cell carcinoma,all_miss_but_recalled,s3_why_ignored_gold,s2_hit_s3_drop,na,1475,223,22,7,1,3.1390134529147984,0.4484304932735426,0.4484304932735426,2.242152466367713,2.690582959641256,1,5,23,3,0,0,0,1,0,,,,0,0.0,,50.0,5.0,5.0,1.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,354,Posterior Nutcracker Syndrome,,s2_miss,s2_miss,na,1240,183,18,2,2,1.092896174863388,1.092896174863388,0.0,1.639344262295082,1.639344262295082,0,3,29,3,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,11.0,1.0,0.0,0,0,0,0
mcr,mcr_200b,355,Dedifferentiated chondrosarcoma,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,2376,334,26,4,3,1.1976047904191618,0.8982035928143712,0.0,0.8982035928143712,1.4970059880239521,0,3,31,2,0,0,0,1,0,,,,0,0.0,,46.0,5.0,2.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,356,Synovial sarcoma,,s2_miss,s2_miss,na,1259,185,17,5,3,2.7027027027027026,1.6216216216216217,0.5405405405405406,1.6216216216216217,1.6216216216216217,1,3,16,2,0,0,0,1,0,,,,0,0.0,,45.0,5.0,,11.0,1.0,0.0,0,0,0,0
mcr,mcr_200b,357,melanocytoma,,s2_miss,s2_miss,na,1442,199,21,3,0,1.507537688442211,0.0,0.5025125628140703,1.5075376884422111,2.512562814070352,1,3,12,1,0,0,0,1,0,,,,0,0.0,,46.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,358,Foreign body granuloma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,2270,311,23,3,6,0.964630225080386,1.929260450160772,0.0,1.2861736334405145,1.607717041800643,0,4,22,3,0,0,0,1,0,,,,0,0.0,,51.0,5.0,40.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,359,basal cell carcinoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1517,217,20,1,2,0.4608294930875576,0.9216589861751152,0.4608294930875576,0.4608294930875576,2.7649769585253456,1,1,20,3,0,0,0,1,0,,,,0,0.0,,46.0,5.0,13.0,4.0,1.0,0.5,0,0,0,0
mcr,mcr_200b,361,Anaplastic thyroid carcinoma,all_miss_but_recalled,near_synonym_prefer,s3_hit_s4_miss,na,2204,314,21,6,1,1.910828025477707,0.3184713375796179,0.0,1.910828025477707,1.5923566878980893,0,6,28,3,0,0,0,1,0,,,,0,0.0,,52.0,5.0,12.0,16.0,3.0,0.167,0,0,0,0
mcr,mcr_200b,362,Cryptococcal osteomyelitis,all_miss_but_recalled,s2_miss,s2_miss,na,1466,205,16,3,1,1.4634146341463417,0.4878048780487805,0.0,0.975609756097561,2.926829268292683,0,2,26,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,21.0,4.0,0.333,0,0,0,0
mcr,mcr_200b,363,Symmetrical peripheral gangrene,,s2_miss,s2_miss,na,1767,261,25,3,0,1.1494252873563218,0.0,0.0,0.0,1.1494252873563218,0,0,31,3,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,1.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,364,acute interstitial nephritis,base_win_rank,rationale_overfit,s3_hit_s4_miss,na,1521,213,31,6,2,2.8169014084507045,0.9389671361502347,0.4694835680751174,0.9389671361502347,2.816901408450704,1,2,28,3,0,0,0,1,0,,,,0,0.0,,47.0,5.0,13.0,1.0,0.0,0.0,0,0,1,0
mcr,mcr_200b,365,thyroglossal duct cyst,e7_win_recall,ok,ok,na,1964,298,27,2,6,0.6711409395973155,2.013422818791946,0.0,0.33557046979865773,1.342281879194631,0,1,22,3,0,0,0,1,0,,,,0,0.0,,45.0,5.0,1.0,0.0,0.0,1.0,0,1,0,0
mcr,mcr_200b,367,Cicatricial conjunctivitis,base_win_recall,s2_miss,s2_miss,na,2504,362,36,0,0,0.0,0.0,0.0,0.0,1.6574585635359116,0,0,26,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,4.0,1.0,0.0,0,0,1,1
mcr,mcr_200b,368,LeukemiaCutis,,s2_miss,s2_miss,na,1429,208,20,2,3,0.9615384615384616,1.4423076923076923,0.4807692307692308,0.0,4.326923076923077,1,0,13,1,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,369,Bilateral adrenal hemorrhage,all_miss_but_recalled,s4_hit_judge_miss,s4_hit_judge_miss,na,1558,226,18,3,0,1.3274336283185841,0.0,0.0,1.3274336283185841,2.6548672566371683,0,3,28,3,0,0,0,1,0,,,,0,0.0,,48.0,5.0,2.0,6.0,1.0,0.667,0,0,0,0
mcr,mcr_200b,370,osteochondroma,,ok,ok,na,1160,180,17,1,8,0.5555555555555556,4.444444444444445,0.0,0.5555555555555556,1.1111111111111112,0,1,14,1,0,0,0,1,0,,,,0,0.0,,54.0,5.0,1.0,0.0,0.0,1.0,0,1,1,1
mcr,mcr_200b,371,Brucellosis,,s2_miss,s2_miss,na,1433,206,18,4,3,1.9417475728155338,1.4563106796116505,0.0,0.4854368932038835,1.941747572815534,0,1,11,1,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,372,Sporotrichosis,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1194,173,17,0,5,0.0,2.8901734104046244,0.0,0.0,2.8901734104046244,0,0,14,1,0,0,0,1,0,,,,0,0.0,,50.0,5.0,15.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,373,amyloidosis,,ok,ok,na,1545,212,16,0,2,0.0,0.9433962264150944,0.0,0.0,2.358490566037736,0,0,11,1,0,0,0,1,0,,,,0,0.0,,47.0,5.0,3.0,0.0,0.0,0.5,0,1,1,0
mcr,mcr_200b,374,cryptogenic organizing pneumonia,e7_win_recall,ok,ok,na,1283,190,21,5,2,2.631578947368421,1.0526315789473684,0.5263157894736842,1.5789473684210527,2.6315789473684212,1,3,32,3,0,0,0,1,0,,,,0,0.0,,53.0,5.0,15.0,8.0,0.0,0.667,0,1,0,0
mcr,mcr_200b,375,gliomatosis cerebri,,s2_miss,s2_miss,na,1694,229,19,3,3,1.3100436681222707,1.3100436681222707,0.0,1.3100436681222707,4.366812227074236,0,3,19,2,0,0,0,1,0,,,,0,0.0,,45.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,376,Sacrococcygeal teratoma,,s2_miss,s2_miss,na,2219,334,30,4,1,1.1976047904191618,0.29940119760479045,0.2994011976047904,1.1976047904191616,1.4970059880239521,1,4,23,2,0,0,0,1,0,,,,0,0.0,,43.0,5.0,,2.0,2.0,0.333,1,1,1,1
mcr,mcr_200b,377,hemorrhagic synovial cyst,,s2_miss,s2_miss,na,1760,261,18,0,1,0.0,0.38314176245210724,0.0,0.7662835249042146,2.2988505747126435,0,2,25,3,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,378,Visual conversion disorder,,ok,ok,na,1752,255,18,0,4,0.0,1.5686274509803921,0.0,0.7843137254901961,1.9607843137254901,0,2,26,3,0,0,0,1,0,,,,0,0.0,,48.0,5.0,11.0,7.0,0.0,0.667,0,1,1,1
mcr,mcr_200b,379,Hemangiopericytoma,,s2_miss,s2_miss,na,1527,226,22,3,7,1.3274336283185841,3.0973451327433628,0.0,1.3274336283185841,0.8849557522123894,0,3,18,1,0,0,0,1,0,,,,0,0.0,,45.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,381,lipoma,base_win_rank,rationale_overfit,s3_hit_s4_miss,na,1452,204,20,1,0,0.49019607843137253,0.0,0.49019607843137253,0.9803921568627451,2.450980392156863,1,2,6,1,0,0,0,1,0,,,,0,0.0,,48.0,5.0,1.0,0.0,0.0,0.0,0,0,1,1
mcr,mcr_200b,382,Brown-McLean syndrome,,s2_miss,s2_miss,na,1699,254,20,0,5,0.0,1.968503937007874,0.0,0.3937007874015748,1.968503937007874,0,1,21,3,0,0,0,1,0,,,,0,0.0,,47.0,5.0,,12.0,1.0,0.0,0,0,0,0
mcr,mcr_200b,383,Idiopathic granulomatous mastitis,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1528,229,23,1,5,0.43668122270742354,2.1834061135371177,0.0,0.4366812227074236,3.056768558951965,0,1,33,3,0,0,0,1,0,,,,0,0.0,,49.0,5.0,3.0,8.0,1.0,0.0,0,0,0,0
mcr,mcr_200b,384,juvenile ossifying fibroma,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,2612,373,28,5,4,1.3404825737265416,1.0723860589812333,0.2680965147453083,0.8042895442359249,1.3404825737265416,1,3,26,3,0,0,0,1,0,,,,0,0.0,,48.0,5.0,3.0,2.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,385,olaparib-induced purpuric drug eruption,,s2_miss,s2_miss,na,1028,150,18,2,0,1.3333333333333335,0.0,0.0,0.0,4.666666666666667,0,0,39,5,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,3.0,2.0,0.333,0,0,0,0
mcr,mcr_200b,386,chondrosarcoma,,ok,ok,na,1280,179,19,4,0,2.2346368715083798,0.0,0.0,2.2346368715083798,2.793296089385475,0,4,14,1,0,0,0,1,0,,,,0,0.0,,50.0,5.0,1.0,0.0,0.0,0.5,0,1,0,1
mcr,mcr_200b,387,Langerhans cell histiocytosis,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1819,263,22,3,0,1.1406844106463878,0.0,0.0,1.1406844106463878,2.661596958174905,0,3,29,3,0,0,0,1,0,,,,0,0.0,,50.0,5.0,2.0,1.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,388,ClearCellMeningioma,all_miss_but_recalled,parent_vs_subtype,s3_hit_s4_miss,na,1431,210,17,4,3,1.9047619047619049,1.4285714285714286,0.0,2.857142857142857,0.9523809523809523,0,6,19,1,0,0,0,1,0,,,,0,0.0,,50.0,5.0,2.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,389,Fusarium pneumonia,,s2_miss,s2_miss,na,2491,329,29,5,6,1.5197568389057752,1.82370820668693,0.303951367781155,0.9118541033434651,2.43161094224924,1,3,18,2,0,0,0,1,0,,,,0,0.0,,52.0,5.0,,3.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,390,Intraductal carcinoma,,s2_miss,s2_miss,na,1623,229,17,2,4,0.8733624454148471,1.7467248908296942,0.0,0.8733624454148472,1.7467248908296944,0,2,21,2,0,0,0,1,0,,,,0,0.0,,45.0,5.0,,14.0,3.0,0.333,0,0,0,0
mcr,mcr_200b,391,foreign body granuloma,,s2_miss,s2_miss,na,1637,240,18,1,5,0.4166666666666667,2.083333333333333,0.0,0.4166666666666667,3.75,0,1,22,3,0,0,0,1,0,,,,0,0.0,,45.0,5.0,,1.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,392,Pial arteriovenous fistula,,s2_miss,s2_miss,na,1241,183,18,3,3,1.639344262295082,1.639344262295082,0.0,1.092896174863388,4.371584699453552,0,2,26,3,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,2.0,1.0,0.25,0,0,0,0
mcr,mcr_200b,393,mucormycosis,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1817,255,23,1,6,0.39215686274509803,2.3529411764705883,0.0,0.39215686274509803,1.5686274509803921,0,1,12,1,0,0,0,1,0,,,,0,0.0,,53.0,5.0,30.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,394,Isolated ACTH deficiency,,s2_miss,s2_miss,na,2230,331,29,6,2,1.812688821752266,0.6042296072507553,0.0,0.6042296072507553,2.416918429003021,0,2,24,3,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,395,Kummell disease,base_win_rank,rationale_overfit,s3_hit_s4_miss,na,1417,214,20,2,0,0.9345794392523363,0.0,0.0,0.4672897196261682,2.803738317757009,0,1,15,2,0,0,0,1,0,,,,0,0.0,,49.0,5.0,6.0,7.0,0.0,0.0,0,0,1,0
mcr,mcr_200b,396,rheumatoid arthritis,,ok,ok,na,2768,418,26,4,2,0.9569377990430622,0.4784688995215311,0.0,0.23923444976076555,1.4354066985645932,0,1,20,2,0,0,0,1,0,,,,0,0.0,,50.0,5.0,1.0,4.0,1.0,1.0,0,1,1,1
mcr,mcr_200b,397,Cancer associated microangiopathic hemolytic anemia,e7_win_recall,near_synonym_prefer,s3_hit_s4_miss,na,1550,241,29,2,1,0.8298755186721992,0.4149377593360996,0.0,0.0,1.2448132780082988,0,0,51,5,0,0,0,1,0,,,,0,0.0,,52.0,5.0,16.0,20.0,2.0,0.25,1,1,0,0
mcr,mcr_200b,399,FournierGangrene,,s2_miss,s2_miss,na,1001,144,17,0,0,0.0,0.0,0.0,0.0,2.7777777777777777,0,0,16,1,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,401,Chronic invasive fungal rhinosinusitis,,s2_miss,s2_miss,na,2362,320,22,7,1,2.1875,0.3125,0.3125,0.625,3.4375,1,2,38,4,0,0,0,1,0,,,,0,0.0,,55.0,5.0,,1.0,0.0,0.0,0,0,1,0
mcr,mcr_200b,402,Primary pleuropulmonary synovial sarcoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1614,229,17,4,7,1.7467248908296942,3.056768558951965,0.4366812227074236,1.3100436681222707,2.6200873362445414,1,3,40,4,0,0,0,1,0,,,,0,0.0,,49.0,5.0,11.0,8.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,403,Primary angiitis of the central nervous system,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,2898,401,28,7,4,1.7456359102244388,0.997506234413965,0.0,1.4962593516209477,1.9950124688279303,0,6,46,7,0,0,0,1,0,,,,0,0.0,,48.0,5.0,22.0,3.0,1.0,0.0,0,0,0,0
mcr,mcr_200b,405,Synovial sarcoma,,s2_miss,s2_miss,na,1958,266,31,4,0,1.5037593984962405,0.0,0.0,1.1278195488721805,1.8796992481203008,0,3,16,2,0,0,0,1,0,,,,0,0.0,,57.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,406,Sturge-Weber syndrome,,ok,ok,na,1814,272,25,1,4,0.3676470588235294,1.4705882352941175,0.0,0.36764705882352944,0.36764705882352944,0,1,21,3,1,0,0,1,0,,,,0,0.0,,48.0,5.0,1.0,8.0,0.0,1.0,0,1,1,1
mcr,mcr_200b,407,Adrenal myelolipoma,,ok,ok,na,2167,315,27,5,4,1.5873015873015872,1.2698412698412698,0.0,0.9523809523809523,2.5396825396825395,0,3,19,2,0,0,0,1,0,,,,0,0.0,,52.0,5.0,1.0,1.0,0.0,1.0,0,1,1,1
mcr,mcr_200b,408,sebaceous carcinoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1284,181,17,1,3,0.5524861878453038,1.6574585635359116,0.5524861878453039,0.0,1.1049723756906078,1,0,19,2,0,0,0,1,0,,,,0,0.0,,43.0,5.0,23.0,23.0,2.0,0.0,0,0,0,0
mcr,mcr_200b,409,Chronic necrotizing pancreatitis,,s2_miss,s2_miss,na,2615,391,32,8,0,2.0460358056265986,0.0,0.0,0.5115089514066496,4.092071611253197,0,2,32,3,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,410,Intraductal papillary neoplasm of the bile duct,,ok,ok,na,2493,362,30,7,2,1.9337016574585635,0.5524861878453038,0.5524861878453039,1.1049723756906078,1.3812154696132597,2,4,47,7,0,0,0,1,0,,,,0,0.0,,48.0,5.0,22.0,5.0,2.0,1.0,0,1,1,1
mcr,mcr_200b,411,PlexiformSchwannoma,,label_drift,s3_hit_s4_miss,na,1997,287,24,0,2,0.0,0.6968641114982579,0.0,1.0452961672473868,1.7421602787456445,0,3,19,1,0,0,0,1,0,,,,0,0.0,,51.0,5.0,4.0,0.0,0.0,0.0,1,1,1,1
mcr,mcr_200b,412,External cervical resorption,e7_win_rank,ok,ok,na,1755,246,20,0,1,0.0,0.40650406504065045,0.0,0.0,1.2195121951219512,0,0,28,3,0,0,0,1,0,,,,0,0.0,,54.0,5.0,1.0,1.0,1.0,1.0,0,1,0,0
mcr,mcr_200b,413,schwannoma,,s2_miss,s2_miss,na,1635,233,17,2,0,0.8583690987124464,0.0,0.0,0.8583690987124464,1.2875536480686696,0,2,10,1,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,414,Primary spontaneous pneumothorax,,s2_miss,s2_miss,na,1774,265,21,3,5,1.1320754716981132,1.8867924528301887,0.0,0.7547169811320755,2.2641509433962264,0,2,32,3,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,1.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,415,Schwannoma,,s2_miss,s2_miss,na,1408,199,21,4,0,2.0100502512562812,0.0,0.0,2.512562814070352,2.0100502512562812,0,5,10,1,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,0.0,0.0,0.0,0,0,0,0
